imdb_movie_Id,title,genres,Director_name,Actor_name
112602,Bushwhacked (1995),Adventure|Comedy|Crime|Mystery,,
111579,Burnt by the Sun (Utomlyonnye solntsem) (1994),Drama,,
110882,Before the Rain (Pred dozhdot) (1994),Drama|War,,
112471,Before Sunrise (1995),Drama|Romance,,
112508,Billy Madison (1995),Comedy,,
112438,Babysitter The (1995),Drama|Thriller,,
112571,Boys on the Side (1995),Comedy|Drama,,
112757,Cure The (1995),Drama,,
112643,Castle Freak (1995),Horror,,
112679,Circle of Friends (1995),Drama|Romance,,
109445,Clerks (1994),Comedy,,
112883,Don Juan DeMarco (1995),Comedy|Drama|Romance,,
109635,Disclosure (1994),Drama|Thriller,,
109676,Drop Zone (1994),Action|Thriller,,
112854,Destiny Turns on the Radio (1995),Comedy,,
109579,Death and the Maiden (1994),Drama|Thriller,,
109642,Dolores Claiborne (1995),Drama|Thriller,,
109686,Dumb & Dumber (Dumb and Dumber) (1994),Adventure|Comedy,,
111797,Eat Drink Man Woman (Yin shi nan nu) (1994),Comedy|Drama|Romance,,
109759,Exotica (1994),Drama,,
109758,Exit to Eden (1994),Comedy,,
109707,Ed Wood (1994),Comedy|Drama,,
113117,French Kiss (1995),Action|Comedy|Romance,,
113097,Forget Paris (1995),Comedy|Romance,,
113028,Far From Home: The Adventures of Yellow Dog (1995),Adventure|Children,,
113198,Goofy Movie A (1995),Animation|Children|Comedy|Romance,,
113303,Hideaway (1995),Thriller,,
113089,Fluke (1995),Children|Drama,,
109771,Farinelli: il castrato (1994),Drama|Musical,,
113199,Gordy (1995),Children|Comedy|Fantasy,,
110057,Hoop Dreams (1994),Documentary,,
110005,Heavenly Creatures (1994),Crime|Drama,,
110066,Houseguest (1994),Comedy,,
110116,Immortal Beloved (1994),Drama|Romance,,
110006,Heavyweights (Heavy Weights) (1995),Children|Comedy,,
113360,Hunted The (1995),Action,,
110099,I.Q. (1994),Comedy|Romance,,
110148,Interview with the Vampire: The Vampire Chronicles (1994),Drama|Horror,,
113463,Jefferson in Paris (1995),Drama,,
110189,Jerky Boys The (1995),Comedy,,
110216,Junior (1994),Comedy|Sci-Fi,,
113501,Just Cause (1995),Mystery|Thriller,,
113538,Kid in King Arthur's Court A (1995),Adventure|Children|Comedy|Fantasy|Romance,,
113552,Kiss of Death (1995),Crime|Drama|Thriller,,
76759,Star Wars: Episode IV - A New Hope (1977),Action|Adventure|Sci-Fi,,
110367,Little Women (1994),Drama,,
113670,Little Princess A (1995),Children|Drama,,
110296,Ladybird Ladybird (1994),Drama,,
103994,Like Water for Chocolate (Como agua para chocolate) (1992),Drama|Fantasy|Romance,,
110322,Legends of the Fall (1994),Drama|Romance|War|Western,,
110443,Major Payne (1995),Comedy,,
107566,My Crazy Life (Mi vida loca) (1993),Drama,,
110391,Love Affair (1994),Drama|Romance,,
113691,Losing Isaiah (1995),Drama,,
110428,Madness of King George The (1994),Comedy|Drama,,
109836,Mary Shelley's Frankenstein (Frankenstein) (1994),Drama|Horror|Sci-Fi,,
113755,Man of the House (1995),Comedy,,
110538,Mixed Nuts (1994),Comedy,,
110516,Milk Money (1994),Comedy|Romance,,
110527,Miracle on 34th Street (1994),Drama,,
113808,Miami Rhapsody (1995),Comedy,,
113896,My Family (1995),Drama,,
113870,Murder in the First (1995),Drama|Thriller,,
110684,Nobody's Fool (1994),Comedy|Drama|Romance,,
110638,Nell (1994),Drama,,
113967,New Jersey Drive (1995),Crime|Drama,,
117169,New York Cop (Nyû Yôku no koppu) (1993),Action|Crime,,
106402,Beyond Bedlam (1993),Drama|Horror,,
110671,Nina Takes a Lover (1994),Comedy|Romance,,
110632,Natural Born Killers (1994),Action|Crime|Thriller,,
110737,Only You (1994),Comedy|Romance,,
110729,Once Were Warriors (1994),Crime|Drama,,
114151,Poison Ivy II (1996),Drama|Thriller,,
114069,Outbreak (1995),Action|Drama|Sci-Fi|Thriller,,
110413,Léon: The Professional (a.k.a. The Professional) (Léon) (1994),Action|Crime|Drama|Thriller,,
114113,Perez Family The (1995),Comedy|Romance,,
114210,Pyromaniac's Love Story A (1995),Comedy|Romance,,
110912,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,,
105652,Pushing Hands (Tui shou) (1992),Drama,,
110889,Priest (1994),Drama,,
110932,Quiz Show (1994),Drama,,
114129,Picture Bride (Bijo photo) (1994),Drama|Romance,,
110963,Queen Margot (Reine Margot La) (1994),Drama|Romance,,
114214,Quick and the Dead The (1995),Action|Thriller|Western,,
114296,Roommates (1995),Comedy|Drama,,
110907,Ready to Wear (Pret-A-Porter) (1994),Comedy,,
111495,Three Colors: Red (Trois couleurs: Rouge) (1994),Drama,,
108394,Three Colors: Blue (Trois couleurs: Bleu) (1993),Drama,,
111507,Three Colors: White (Trzy kolory: Bialy) (1994),Comedy|Drama,,
114268,Rent-a-Kid (1995),Comedy,,
110965,Relative Fear (1994),Horror|Thriller,,
114571,Stuart Saves His Family (1995),Comedy,,
111333,Swan Princess The (1994),Animation|Children,,
111112,Secret of Roan Inish The (1994),Children|Drama|Fantasy|Mystery,,
111255,Specialist The (1994),Action|Drama|Thriller,,
111282,Stargate (1994),Action|Adventure|Sci-Fi,,
111070,Santa Clause The (1994),Comedy|Drama|Fantasy,,
111161,Shawshank Redemption The (1994),Crime|Drama,,
111149,Shallow Grave (1994),Comedy|Drama|Thriller,,
108260,Suture (1993),Film-Noir|Thriller,,
106966,Strawberry and Chocolate (Fresa y chocolate) (1993),Drama,,
114594,Swimming with Sharks (1995),Comedy|Drama,,
111309,Sum of Us The (1994),Comedy|Drama,,
113936,National Lampoon's Senior Trip (1995),Comedy,,
110081,To Live (Huozhe) (1994),Drama,,
114614,Tank Girl (1995),Action|Comedy|Sci-Fi,,
114608,Tales from the Crypt Presents: Demon Knight (1995),Horror|Thriller,,
111280,Star Trek: Generations (1994),Adventure|Drama|Sci-Fi,,
114609,Tales from the Hood (1995),Action|Crime|Horror,,
111454,Tom & Viv (1994),Drama,,
114852,Village of the Damned (1995),Horror|Sci-Fi,,
114694,Tommy Boy (1995),Comedy,,
111590,Vanya on 42nd Street (1994),Drama,,
114788,Underneath (1995),Mystery|Thriller,,
114888,Walking Dead The (1995),Drama|War,,
108550,What's Eating Gilbert Grape (1993),Drama,,
114857,Virtuosity (1995),Action|Sci-Fi|Thriller,,
114924,While You Were Sleeping (1995),Comedy|Romance,,
111667,War The (1994),Adventure|Drama|War,,
109655,Double Happiness (1994),Drama,,
110598,Muriel's Wedding (1994),Comedy,,
112435,Baby-Sitters Club The (1995),Children,,
109040,Ace Ventura: Pet Detective (1994),Comedy,,
109045,Adventures of Priscilla Queen of the Desert The (1994),Comedy|Drama,,
106339,Backbeat (1993),Drama|Musical,,
104779,Bitter Moon (1992),Drama|Film-Noir|Romance,,
109348,Bullets Over Broadway (1994),Comedy,,
109444,Clear and Present Danger (1994),Action|Crime|Drama|Thriller,,
109446,Client The (1994),Drama|Mystery|Thriller,,
109484,Corrina Corrina (1994),Comedy|Drama|Romance,,
109504,Crooklyn (1994),Comedy|Drama,,
109506,Crow The (1994),Action|Crime|Fantasy|Thriller,,
109450,Cobb (1994),Drama,,
109813,Flintstones The (1994),Children|Comedy|Fantasy,,
109830,Forrest Gump (1994),Comedy|Drama|Romance|War,,
109831,Four Weddings and a Funeral (1994),Comedy|Romance,,
113305,Higher Learning (1995),Drama,,
110091,I Like It Like That (1994),Comedy|Drama|Romance,,
110093,I Love Trouble (1994),Action|Comedy,,
110167,It Could Happen to You (1994),Comedy|Drama|Romance,,
110213,Jungle Book The (1994),Adventure|Children|Romance,,
107472,Wonderful Horrible Life of Leni Riefenstahl The (Macht der Bilder: Leni Riefenstahl Die) (1993),Documentary,,
110357,Lion King The (1994),Adventure|Animation|Children|Drama|Musical|IMAX,,
107426,Little Buddha (1993),Drama,,
111686,Wes Craven's New Nightmare (Nightmare on Elm Street Part 7: Freddy's Finale A) (1994),Drama|Horror|Mystery|Thriller,,
110475,Mask The (1994),Action|Comedy|Crime|Fantasy,,
110478,Maverick (1994),Adventure|Comedy|Western,,
110588,Mrs. Parker and the Vicious Circle (1994),Drama,,
110622,Naked Gun 33 1/3: The Final Insult (1994),Action|Comedy,,
110771,Paper The (1994),Comedy|Drama,,
110950,Reality Bites (1994),Comedy|Drama|Romance,,
105226,Red Rock West (1992),Thriller,,
110989,Richie Rich (1994),Children|Comedy,,
110997,River Wild The (1994),Action|Thriller,,
111257,Speed (1994),Action|Romance|Thriller,,
111256,Speechless (1994),Comedy|Romance,,
111438,Timecop (1994),Action|Sci-Fi|Thriller,,
111503,True Lies (1994),Action|Adventure|Comedy|Romance|Thriller,,
111693,When a Man Loves a Woman (1994),Drama|Romance,,
111742,Wolf (1994),Drama|Horror|Romance|Thriller,,
111756,Wyatt Earp (1994),Western,,
112443,Bad Company (1995),Action|Crime|Drama,,
110455,Man of No Importance A (1994),Drama,,
111048,S.F.W. (1994),Drama,,
110399,Low Down Dirty Shame A (1994),Action|Comedy,,
112570,Boys Life (1995),Drama,,
109454,Colonel Chabert Le (1994),Drama|Romance|War,,
59170,Faster Pussycat! Kill! Kill! (1965),Action|Crime|Drama,,
110186,Jason's Lyric (1994),Crime|Drama,,
111301,Street Fighter (1994),Action|Adventure|Fantasy,,
110027,Highlander III: The Sorcerer (a.k.a. Highlander: The Final Dimension) (1994),Action|Fantasy,,
109785,Federal Hill (1994),Drama,,
113409,In the Mouth of Madness (1995),Horror|Thriller,,
109021,8 Seconds (1994),Drama,,
109035,Above the Rim (1994),Crime|Drama,,
106220,Addams Family Values (1993),Children|Comedy|Fantasy,,
106226,Age of Innocence The (1993),Drama,,
109068,Airheads (1994),Comedy,,
109067,Air Up There The (1994),Comedy,,
106292,Another Stakeout (1993),Comedy|Thriller,,
109198,Bad Girls (1994),Western,,
109219,Barcelona (1994),Comedy|Romance,,
106379,Being Human (1993),Drama,,
106400,Beverly Hillbillies The (1993),Comedy,,
109254,Beverly Hills Cop III (1994),Action|Comedy|Crime|Thriller,,
109279,Black Beauty (1994),Adventure|Children|Drama,,
109297,Blink (1994),Thriller,,
109303,Blown Away (1994),Action|Thriller,,
109305,Blue Chips (1994),Drama,,
109306,Blue Sky (1994),Drama|Romance,,
106452,Body Snatchers (1993),Horror|Sci-Fi|Thriller,,
106471,Boxing Helena (1993),Drama|Mystery|Romance|Thriller,,
106489,Bronx Tale A (1993),Drama,,
109361,Cabin Boy (1994),Comedy,,
106505,Calendar Girl (1993),Comedy|Drama,,
106519,Carlito's Way (1993),Crime|Drama,,
109439,City Slickers II: The Legend of Curly's Gold (1994),Adventure|Comedy|Western,,
109443,Clean Slate (1994),Comedy,,
106582,Cliffhanger (1993),Action|Adventure|Thriller,,
106598,Coneheads (1993),Comedy|Sci-Fi,,
109456,Color of Night (1994),Drama|Thriller,,
109480,Cops and Robbersons (1994),Comedy,,
109493,Cowboy Way The (1994),Action|Comedy|Drama,,
106673,Dave (1993),Comedy|Romance,,
106677,Dazed and Confused (1993),Comedy,,
106697,Demolition Man (1993),Action|Adventure|Sci-Fi,,
106834,Even Cowgirls Get the Blues (1993),Comedy|Romance,,
106873,Fatal Instinct (1993),Comedy,,
106332,Farewell My Concubine (Ba wang bie ji) (1993),Drama|Romance,,
106881,Fearless (1993),Drama,,
106880,Fear of a Black Hat (1994),Comedy,,
111732,With Honors (1994),Comedy|Drama,,
106926,Flesh and Bone (1993),Drama|Mystery|Romance,,
111712,Widows' Peak (1994),Drama,,
106941,For Love or Money (1993),Comedy|Romance,,
106918,Firm The (1993),Drama|Thriller,,
106965,Free Willy (1993),Adventure|Children|Drama,,
109842,Fresh (1994),Crime|Drama|Thriller,,
106977,Fugitive The (1993),Thriller,,
107004,Geronimo: An American Legend (1993),Drama|Western,,
109890,Getaway The (1994),Action|Adventure|Crime|Drama|Romance|Thriller,,
109891,Getting Even with Dad (1994),Comedy,,
109913,Go Fish (1994),Drama|Romance,,
107076,Hard Target (1993),Action|Adventure|Crime|Thriller,,
107144,Hot Shots! Part Deux (1993),Action|Comedy|War,,
113674,Live Nude Girls (1995),Comedy,,
112966,Englishman Who Went Up a Hill But Came Down a Mountain The (1995),Comedy|Romance,,
107151,House of the Spirits The (1993),Drama|Romance,,
110064,House Party 3 (1994),Comedy,,
110074,Hudsucker Proxy The (1994),Comedy,,
110097,I'll Do Anything (1994),Comedy|Drama,,
110123,In the Army Now (1994),Comedy|War,,
107206,In the Line of Fire (1993),Action|Thriller,,
107207,In the Name of the Father (1993),Drama,,
110137,Inkwell The (1994),Comedy|Drama,,
108551,What's Love Got to Do with It? (1993),Drama|Musical,,
110197,Jimmy Hollywood (1994),Comedy|Crime|Drama,,
107286,Judgment Night (1993),Action|Crime|Thriller,,
107290,Jurassic Park (1993),Action|Adventure|Sci-Fi|Thriller,,
107302,Kalifornia (1993),Drama|Thriller,,
110265,Killing Zoe (1994),Crime|Drama|Thriller,,
110305,Lassie (1994),Adventure|Children,,
107362,Last Action Hero (1993),Action|Adventure|Comedy|Fantasy,,
107413,Life with Mikey (1993),Comedy,,
110353,Lightning Jack (1994),Comedy|Western,,
107468,M. Butterfly (1993),Drama|Romance,,
107478,Made in America (1993),Comedy,,
107497,Malice (1993),Thriller,,
107501,Man Without a Face The (1993),Drama,,
107507,Manhattan Murder Mystery (1993),Comedy|Mystery,,
107554,Menace II Society (1993),Action|Crime|Drama,,
116253,Executive Decision (1996),Action|Adventure|Thriller,,
74102,In the Realm of the Senses (Ai no corrida) (1976),Drama,,
111689,What Happened Was... (1994),Comedy|Drama|Romance|Thriller,,
107616,Much Ado About Nothing (1993),Comedy|Romance,,
107613,Mr. Wonderful (1993),Comedy|Romance,,
107614,Mrs. Doubtfire (1993),Comedy|Drama,,
107653,Naked (1993),Drama,,
110657,Next Karate Kid The (1994),Action|Children|Romance,,
110678,No Escape (1994),Action|Drama|Sci-Fi,,
110687,North (1994),Comedy,,
107756,Orlando (1992),Drama|Fantasy|Romance,,
107808,Perfect World A (1993),Crime|Drama|Thriller,,
107818,Philadelphia (1993),Drama,,
107822,Piano The (1993),Drama|Romance,,
107840,Poetic Justice (1993),Drama,,
107889,Program The (1993),Action|Drama,,
111003,Puppet Masters The (1994),Horror|Sci-Fi,,
110939,Radioland Murders (1994),Comedy|Mystery|Romance,,
110955,Ref The (1994),Comedy,,
107943,Remains of the Day The (1993),Drama|Romance,,
110971,Renaissance Man (1994),Comedy|Drama,,
107969,Rising Sun (1993),Action|Drama|Mystery,,
111001,Road to Wellville The (1994),Comedy,,
107978,RoboCop 3 (1993),Action|Crime|Drama|Sci-Fi|Thriller,,
107977,Robin Hood: Men in Tights (1993),Comedy,,
107983,Romeo Is Bleeding (1993),Crime|Thriller,,
105275,Romper Stomper (1992),Action|Drama,,
108000,Ruby in Paradise (1993),Drama,,
108002,Rudy (1993),Drama,,
105032,Savage Nights (Nuits fauves Les) (1992),Drama,,
108052,Schindler's List (1993),Drama|War,,
111094,Scout The (1994),Comedy|Drama,,
108065,Searching for Bobby Fischer (1993),Drama,,
108071,Secret Garden The (1993),Children|Drama,,
111127,Serial Mom (1994),Comedy|Crime|Horror,,
111143,Shadow The (1994),Action|Adventure|Fantasy|Mystery,,
108101,Shadowlands (1993),Drama|Romance,,
108122,Short Cuts (1993),Drama,,
111194,Simple Twist of Fate A (1994),Drama,,
111201,Sirens (1994),Drama,,
108149,Six Degrees of Separation (1993),Drama,,
108160,Sleepless in Seattle (1993),Comedy|Drama|Romance,,
108162,Sliver (1993),Thriller,,
83658,Blade Runner (1982),Action|Sci-Fi|Thriller,,
108186,Son in Law (1993),Comedy|Drama|Romance,,
108174,So I Married an Axe Murderer (1993),Comedy|Romance|Thriller,,
108238,Striking Distance (1993),Action|Crime,,
108255,Super Mario Bros. (1993),Action|Adventure|Children|Comedy|Fantasy|Sci-Fi,,
111323,Surviving the Game (1994),Action|Adventure|Thriller,,
111400,Terminal Velocity (1994),Action|Mystery|Thriller,,
108328,Thirty-Two Short Films About Glenn Gould (1993),Drama|Musical,,
111418,Threesome (1994),Comedy|Romance,,
107688,Nightmare Before Christmas The (1993),Animation|Children|Fantasy|Musical,,
108333,Three Musketeers The (1993),Action|Adventure|Comedy|Romance,,
108358,Tombstone (1993),Action|Drama|Western,,
108399,True Romance (1993),Crime|Thriller,,
108515,War Room The (1993),Documentary,,
110763,Pagemaster The (1994),Action|Adventure|Animation|Children|Fantasy,,
114906,Welcome to the Dollhouse (1995),Comedy|Drama,,
107002,Germinal (1993),Drama|Romance,,
109403,Chasers (1994),Comedy,,
107315,Kika (1993),Comedy|Drama,,
106408,Bhaji on the Beach (1993),Comedy|Drama,,
110363,Little Big League (1994),Comedy|Drama,,
107225,Ciao Professore! (Io speriamo che me la cavo) (1992),Drama,,
111252,Spanking the Monkey (1994),Comedy|Drama,,
110366,Little Rascals The (1994),Children|Comedy,,
109120,Andre (1994),Adventure|Children|Drama,,
108059,Escort The (Scorta La) (1993),Crime|Thriller,,
110892,Princess Caraboo (1994),Drama,,
112651,Celluloid Closet The (1995),Documentary,,
109382,Dear Diary (Caro Diario) (1994),Comedy|Drama,,
112572,Brady Bunch Movie The (1995),Comedy,,
99785,Home Alone (1990),Children|Comedy,,
99653,Ghost (1990),Comedy|Drama|Fantasy|Romance|Thriller,,
103639,Aladdin (1992),Adventure|Animation|Children|Comedy|Musical,,
103064,Terminator 2: Judgment Day (1991),Action|Sci-Fi,,
99348,Dances with Wolves (1990),Adventure|Drama|Western,,
96895,Batman (1989),Action|Crime|Thriller,,
102926,Silence of the Lambs The (1991),Crime|Horror|Thriller,,
29583,Snow White and the Seven Dwarfs (1937),Animation|Children|Drama|Fantasy|Musical,,
101414,Beauty and the Beast (1991),Animation|Children|Fantasy|Musical|Romance|IMAX,,
32910,Pinocchio (1940),Animation|Children|Fantasy|Musical,,
100405,Pretty Woman (1990),Comedy|Romance,,
65214,Wild Bunch The (1969),Adventure|Western,,
110395,Love and a .45 (1994),Action|Comedy|Crime,,
109934,Great Day in Harlem A (1994),Documentary,,
117247,One Fine Day (1996),Drama|Romance,,
112625,Candyman: Farewell to the Flesh (1995),Fantasy|Horror,,
