,imdb_movie_Id,title,image
82,114825,Vampire in Brooklyn (1995),1
83,115639,Beautiful Girls (1996),1
84,115759,Broken Arrow (1996),1
85,113403,In the Bleak Midwinter (1995),1
86,113247,Hate (Haine La) (1995),1
87,113283,Heidi Fleiss: Hollywood Madam (1995),1
88,115907,City Hall (1996),1
89,115734,Bottle Rocket (1996),1
90,117102,Mr. Wrong (1996),1
91,118040,Unforgettable (1996),1
92,116483,Happy Gilmore (1996),1
93,112579,Bridges of Madison County The (1995),1
94,110251,Nobody Loves Me (Keiner liebt mich) (1994),1
95,117110,Muppet Treasure Island (1996),1
96,112646,Catwalk (1996),1
97,112573,Braveheart (1995),1
98,75314,Taxi Driver (1976),1
99,113326,Rumble in the Bronx (Hont faan kui) (1995),1
100,115645,Before and After (1996),1
101,112373,Anne Frank Remembered (1995),1
102,115033,Young Poisoner's Handbook The (1995),1
103,116606,If Lucy Fell (1996),1
104,114536,Steal Big Steal Little (1995),1
105,106473,Boys of St. Vincent The (1992),1
106,103859,Boomerang (1992),1
107,109424,Chungking Express (Chung Hing sam lam) (1994),1
108,116324,Flirting With Disaster (1996),1
109,110647,NeverEnding Story III The (1994),1
110,110217,Jupiter's Wife (1994),1
111,114131,Pie in the Sky (1996),1
112,113451,Jade (1995),1
113,116130,Down Periscope (1996),1
114,113756,Man of the Year (1995),1
115,118055,Up Close and Personal (1996),1
116,115685,Birdcage The (1996),1
117,112585,Brothers McMullen The (1995),1
118,112442,Bad Boys (1995),1
119,112342,Amazing Panda Adventure The (1995),1
120,112461,Basketball Diaries The (1995),1
121,112427,Awfully Big Adventure An (1995),1
122,109093,Amateur (1994),1
123,112384,Apollo 13 (1995),1
124,114287,Rob Roy (1995),1
125,112288,Addiction The (1995),1
126,112462,Batman Forever (1995),1
127,61395,Beauty of the Day (Belle de jour) (1967),1
128,112495,Beyond Rangoon (1995),1
129,112541,Blue in the Face (1995),1
130,109370,Canadian Bacon (1995),1
131,112642,Casper (1995),1
132,112688,Clockers (1995),1
133,112715,Congo (1995),1
134,112740,Crimson Tide (1995),1
135,109508,Crumb (1994),1
136,112851,Desperado (1995),1
137,112857,Devil in a Blue Dress (1995),1
138,112864,Die Hard: With a Vengeance (1995),1
139,112887,Doom Generation The (1995),1
140,113071,First Knight (1995),1
141,113114,Free Willy 2: The Adventure Home (1995),1
142,113243,Hackers (1995),1
143,113464,Jeffrey (1995),1
144,113481,Johnny Mnemonic (1995),1
145,113492,Judge Dredd (1995),1
146,113500,Jury Duty (1995),1
147,113540,Kids (1995),1
148,113677,Living in Oblivion (1995),1
149,113690,Lord of Illusions (1995),1
150,107447,Love & Human Remains (1993),1
151,113729,Mad Love (1995),1
152,113749,Mallrats (1995),1
153,113820,Mighty Morphin Power Rangers: The Movie (1995),1
154,110604,Mute Witness (1994),1
155,110620,Nadja (1994),1
156,113957,Net The (1995),1
157,113986,Nine Months (1995),1
158,114095,Party Girl (1995),1
159,114194,Prophecy The (1995),1
160,114241,Reckless (1995),1
161,114323,Safe (1995),1
162,114345,Scarlet Letter The (1995),1
163,114436,Showgirls (1995),1
164,114478,Smoke (1995),1
165,114496,Something to Talk About (1995),1
166,114508,Species (1995),1
167,114558,Strange Days (1995),1
168,58450,Umbrellas of Cherbourg The (Parapluies de Cherbourg Les) (1964),1
169,114663,Three Wishes (1995),1
170,114702,Total Eclipse (1995),1
171,114682,To Wong Foo Thanks for Everything! Julie Newmar (1995),1
172,114781,Under Siege 2: Dark Territory (1995),1
173,114798,Unstrung Heroes (1995),1
174,114805,Unzipped (1995),1
175,114887,Walk in the Clouds A (1995),1
176,114898,Waterworld (1995),1
177,114928,White Man's Burden (1995),1
178,114938,Wild Bill (1995),1
179,109340,Browning Version The (1994),1
180,112602,Bushwhacked (1995),1
181,111579,Burnt by the Sun (Utomlyonnye solntsem) (1994),1
182,110882,Before the Rain (Pred dozhdot) (1994),1
183,112471,Before Sunrise (1995),1
184,112508,Billy Madison (1995),1
185,112438,Babysitter The (1995),1
186,112571,Boys on the Side (1995),1
187,112757,Cure The (1995),1
188,112643,Castle Freak (1995),1
189,112679,Circle of Friends (1995),1
190,109445,Clerks (1994),1
191,112883,Don Juan DeMarco (1995),1
192,109635,Disclosure (1994),1
193,109676,Drop Zone (1994),1
194,112854,Destiny Turns on the Radio (1995),1
195,109579,Death and the Maiden (1994),1
196,109642,Dolores Claiborne (1995),1
197,109686,Dumb & Dumber (Dumb and Dumber) (1994),1
198,111797,Eat Drink Man Woman (Yin shi nan nu) (1994),1
199,109759,Exotica (1994),1
200,109758,Exit to Eden (1994),1
201,109707,Ed Wood (1994),1
202,113117,French Kiss (1995),1
203,113097,Forget Paris (1995),1
204,113028,Far From Home: The Adventures of Yellow Dog (1995),1
205,113198,Goofy Movie A (1995),1
206,113303,Hideaway (1995),1
207,113089,Fluke (1995),1
208,109771,Farinelli: il castrato (1994),1
209,113199,Gordy (1995),1
210,110057,Hoop Dreams (1994),1
211,110005,Heavenly Creatures (1994),1
212,110066,Houseguest (1994),1
213,110116,Immortal Beloved (1994),1
214,110006,Heavyweights (Heavy Weights) (1995),1
215,113360,Hunted The (1995),1
216,110099,I.Q. (1994),1
217,110148,Interview with the Vampire: The Vampire Chronicles (1994),1
218,113463,Jefferson in Paris (1995),1
219,110189,Jerky Boys The (1995),1
220,110216,Junior (1994),1
221,113501,Just Cause (1995),1
222,113538,Kid in King Arthur's Court A (1995),1
223,113552,Kiss of Death (1995),1
224,76759,Star Wars: Episode IV - A New Hope (1977),1
225,110367,Little Women (1994),1
226,113670,Little Princess A (1995),1
227,110296,Ladybird Ladybird (1994),1
228,103994,Like Water for Chocolate (Como agua para chocolate) (1992),1
229,110322,Legends of the Fall (1994),1
230,110443,Major Payne (1995),1
231,107566,My Crazy Life (Mi vida loca) (1993),1
232,110391,Love Affair (1994),1
233,113691,Losing Isaiah (1995),1
234,110428,Madness of King George The (1994),1
235,109836,Mary Shelley's Frankenstein (Frankenstein) (1994),1
236,113755,Man of the House (1995),1
237,110538,Mixed Nuts (1994),1
238,110516,Milk Money (1994),1
239,110527,Miracle on 34th Street (1994),1
240,113808,Miami Rhapsody (1995),1
241,113896,My Family (1995),1
242,113870,Murder in the First (1995),1
243,110684,Nobody's Fool (1994),1
244,110638,Nell (1994),1
245,113967,New Jersey Drive (1995),1
246,117169,New York Cop (Nyû Yôku no koppu) (1993),1
247,106402,Beyond Bedlam (1993),1
248,110671,Nina Takes a Lover (1994),1
249,110632,Natural Born Killers (1994),1
250,110737,Only You (1994),1
251,110729,Once Were Warriors (1994),1
252,114151,Poison Ivy II (1996),1
253,114069,Outbreak (1995),1
254,110413,Léon: The Professional (a.k.a. The Professional) (Léon) (1994),1
255,114113,Perez Family The (1995),1
256,114210,Pyromaniac's Love Story A (1995),1
257,110912,Pulp Fiction (1994),1
258,105652,Pushing Hands (Tui shou) (1992),1
259,110889,Priest (1994),1
260,110932,Quiz Show (1994),1
261,114129,Picture Bride (Bijo photo) (1994),1
262,110963,Queen Margot (Reine Margot La) (1994),1
263,114214,Quick and the Dead The (1995),1
264,114296,Roommates (1995),1
265,110907,Ready to Wear (Pret-A-Porter) (1994),1
266,111495,Three Colors: Red (Trois couleurs: Rouge) (1994),1
267,108394,Three Colors: Blue (Trois couleurs: Bleu) (1993),1
268,111507,Three Colors: White (Trzy kolory: Bialy) (1994),1
269,114268,Rent-a-Kid (1995),1
270,110965,Relative Fear (1994),1
271,114571,Stuart Saves His Family (1995),1
272,111333,Swan Princess The (1994),1
273,111112,Secret of Roan Inish The (1994),1
274,111255,Specialist The (1994),1
275,111282,Stargate (1994),1
276,111070,Santa Clause The (1994),1
277,111161,Shawshank Redemption The (1994),1
278,111149,Shallow Grave (1994),1
279,108260,Suture (1993),1
280,106966,Strawberry and Chocolate (Fresa y chocolate) (1993),1
281,114594,Swimming with Sharks (1995),1
282,111309,Sum of Us The (1994),1
283,113936,National Lampoon's Senior Trip (1995),1
284,110081,To Live (Huozhe) (1994),1
285,114614,Tank Girl (1995),1
286,114608,Tales from the Crypt Presents: Demon Knight (1995),1
287,111280,Star Trek: Generations (1994),1
288,114609,Tales from the Hood (1995),1
289,111454,Tom & Viv (1994),1
290,114852,Village of the Damned (1995),1
291,114694,Tommy Boy (1995),1
292,111590,Vanya on 42nd Street (1994),1
293,114788,Underneath (1995),1
294,114888,Walking Dead The (1995),1
295,108550,What's Eating Gilbert Grape (1993),1
296,114857,Virtuosity (1995),1
297,114924,While You Were Sleeping (1995),1
298,111667,War The (1994),1
299,109655,Double Happiness (1994),1
300,110598,Muriel's Wedding (1994),1
301,112435,Baby-Sitters Club The (1995),1
302,109040,Ace Ventura: Pet Detective (1994),1
303,109045,Adventures of Priscilla Queen of the Desert The (1994),1
304,106339,Backbeat (1993),1
305,104779,Bitter Moon (1992),1
306,109348,Bullets Over Broadway (1994),1
307,109444,Clear and Present Danger (1994),1
308,109446,Client The (1994),1
309,109484,Corrina Corrina (1994),1
310,109504,Crooklyn (1994),1
311,109506,Crow The (1994),1
312,109450,Cobb (1994),1
313,109813,Flintstones The (1994),1
314,109830,Forrest Gump (1994),1
315,109831,Four Weddings and a Funeral (1994),1
316,113305,Higher Learning (1995),1
317,110091,I Like It Like That (1994),1
318,110093,I Love Trouble (1994),1
319,110167,It Could Happen to You (1994),1
320,110213,Jungle Book The (1994),1
321,107472,Wonderful Horrible Life of Leni Riefenstahl The (Macht der Bilder: Leni Riefenstahl Die) (1993),1
322,110357,Lion King The (1994),1
323,107426,Little Buddha (1993),1
324,111686,Wes Craven's New Nightmare (Nightmare on Elm Street Part 7: Freddy's Finale A) (1994),1
325,110475,Mask The (1994),1
326,110478,Maverick (1994),1
327,110588,Mrs. Parker and the Vicious Circle (1994),1
328,110622,Naked Gun 33 1/3: The Final Insult (1994),1
329,110771,Paper The (1994),1
330,110950,Reality Bites (1994),1
331,105226,Red Rock West (1992),1
332,110989,Richie Rich (1994),1
333,110997,River Wild The (1994),1
334,111257,Speed (1994),1
335,111256,Speechless (1994),1
336,111438,Timecop (1994),1
337,111503,True Lies (1994),1
338,111693,When a Man Loves a Woman (1994),1
339,111742,Wolf (1994),1
340,111756,Wyatt Earp (1994),1
341,112443,Bad Company (1995),1
342,110455,Man of No Importance A (1994),1
343,111048,S.F.W. (1994),1
344,110399,Low Down Dirty Shame A (1994),1
345,112570,Boys Life (1995),1
346,109454,Colonel Chabert Le (1994),1
347,59170,Faster Pussycat! Kill! Kill! (1965),1
348,110186,Jason's Lyric (1994),1
349,111301,Street Fighter (1994),1
350,110027,Highlander III: The Sorcerer (a.k.a. Highlander: The Final Dimension) (1994),1
351,109785,Federal Hill (1994),1
352,113409,In the Mouth of Madness (1995),1
353,109021,8 Seconds (1994),1
354,109035,Above the Rim (1994),1
355,106220,Addams Family Values (1993),1
356,106226,Age of Innocence The (1993),1
357,109068,Airheads (1994),1
358,109067,Air Up There The (1994),1
359,106292,Another Stakeout (1993),1
360,109198,Bad Girls (1994),1
361,109219,Barcelona (1994),1
362,106379,Being Human (1993),1
363,106400,Beverly Hillbillies The (1993),1
364,109254,Beverly Hills Cop III (1994),1
365,109279,Black Beauty (1994),1
366,109297,Blink (1994),1
367,109303,Blown Away (1994),1
368,109305,Blue Chips (1994),1
369,109306,Blue Sky (1994),1
370,106452,Body Snatchers (1993),1
371,106471,Boxing Helena (1993),1
372,106489,Bronx Tale A (1993),1
373,109361,Cabin Boy (1994),1
374,106505,Calendar Girl (1993),1
375,106519,Carlito's Way (1993),1
376,109439,City Slickers II: The Legend of Curly's Gold (1994),1
377,109443,Clean Slate (1994),1
378,106582,Cliffhanger (1993),1
379,106598,Coneheads (1993),1
380,109456,Color of Night (1994),1
381,109480,Cops and Robbersons (1994),1
382,109493,Cowboy Way The (1994),1
383,106673,Dave (1993),1
384,106677,Dazed and Confused (1993),1
385,106697,Demolition Man (1993),1
386,106834,Even Cowgirls Get the Blues (1993),1
387,106873,Fatal Instinct (1993),1
388,106332,Farewell My Concubine (Ba wang bie ji) (1993),1
389,106881,Fearless (1993),1
390,106880,Fear of a Black Hat (1994),1
391,111732,With Honors (1994),1
392,106926,Flesh and Bone (1993),1
393,111712,Widows' Peak (1994),1
394,106941,For Love or Money (1993),1
395,106918,Firm The (1993),1
396,106965,Free Willy (1993),1
397,109842,Fresh (1994),1
398,106977,Fugitive The (1993),1
399,107004,Geronimo: An American Legend (1993),1
400,109890,Getaway The (1994),1
401,109891,Getting Even with Dad (1994),1
402,109913,Go Fish (1994),1
403,107076,Hard Target (1993),1
404,107144,Hot Shots! Part Deux (1993),1
405,113674,Live Nude Girls (1995),1
406,112966,Englishman Who Went Up a Hill But Came Down a Mountain The (1995),1
407,107151,House of the Spirits The (1993),1
408,110064,House Party 3 (1994),1
409,110074,Hudsucker Proxy The (1994),1
410,110097,I'll Do Anything (1994),1
411,110123,In the Army Now (1994),1
412,107206,In the Line of Fire (1993),1
413,107207,In the Name of the Father (1993),1
414,110137,Inkwell The (1994),1
415,108551,What's Love Got to Do with It? (1993),1
416,110197,Jimmy Hollywood (1994),1
417,107286,Judgment Night (1993),1
418,107290,Jurassic Park (1993),1
419,107302,Kalifornia (1993),1
420,110265,Killing Zoe (1994),1
421,110305,Lassie (1994),1
422,107362,Last Action Hero (1993),1
423,107413,Life with Mikey (1993),1
424,110353,Lightning Jack (1994),1
425,107468,M. Butterfly (1993),1
426,107478,Made in America (1993),1
427,107497,Malice (1993),1
428,107501,Man Without a Face The (1993),1
429,107507,Manhattan Murder Mystery (1993),1
430,107554,Menace II Society (1993),1
431,116253,Executive Decision (1996),1
432,74102,In the Realm of the Senses (Ai no corrida) (1976),1
433,111689,What Happened Was... (1994),1
434,107616,Much Ado About Nothing (1993),1
435,107613,Mr. Wonderful (1993),1
436,107614,Mrs. Doubtfire (1993),1
437,107653,Naked (1993),1
438,110657,Next Karate Kid The (1994),1
439,110678,No Escape (1994),1
440,110687,North (1994),1
441,107756,Orlando (1992),1
442,107808,Perfect World A (1993),1
443,107818,Philadelphia (1993),1
444,107822,Piano The (1993),1
445,107840,Poetic Justice (1993),1
446,107889,Program The (1993),1
447,111003,Puppet Masters The (1994),1
448,110939,Radioland Murders (1994),1
449,110955,Ref The (1994),1
450,107943,Remains of the Day The (1993),1
451,110971,Renaissance Man (1994),1
452,107969,Rising Sun (1993),1
453,111001,Road to Wellville The (1994),1
454,107978,RoboCop 3 (1993),1
455,107977,Robin Hood: Men in Tights (1993),1
456,107983,Romeo Is Bleeding (1993),1
457,105275,Romper Stomper (1992),1
458,108000,Ruby in Paradise (1993),1
459,108002,Rudy (1993),1
460,105032,Savage Nights (Nuits fauves Les) (1992),1
461,108052,Schindler's List (1993),1
462,111094,Scout The (1994),1
463,108065,Searching for Bobby Fischer (1993),1
464,108071,Secret Garden The (1993),1
465,111127,Serial Mom (1994),1
466,111143,Shadow The (1994),1
467,108101,Shadowlands (1993),1
468,108122,Short Cuts (1993),1
469,111194,Simple Twist of Fate A (1994),1
470,111201,Sirens (1994),1
471,108149,Six Degrees of Separation (1993),1
472,108160,Sleepless in Seattle (1993),1
473,108162,Sliver (1993),1
474,83658,Blade Runner (1982),1
475,108186,Son in Law (1993),1
476,108174,So I Married an Axe Murderer (1993),1
477,108238,Striking Distance (1993),1
478,108255,Super Mario Bros. (1993),1
479,111323,Surviving the Game (1994),1
480,111400,Terminal Velocity (1994),1
481,108328,Thirty-Two Short Films About Glenn Gould (1993),1
482,111418,Threesome (1994),1
483,107688,Nightmare Before Christmas The (1993),1
484,108333,Three Musketeers The (1993),1
485,108358,Tombstone (1993),1
486,108399,True Romance (1993),1
487,108515,War Room The (1993),1
488,110763,Pagemaster The (1994),1
489,114906,Welcome to the Dollhouse (1995),1
490,107002,Germinal (1993),1
491,109403,Chasers (1994),1
492,107315,Kika (1993),1
493,106408,Bhaji on the Beach (1993),1
494,110363,Little Big League (1994),1
495,107225,Ciao Professore! (Io speriamo che me la cavo) (1992),1
496,111252,Spanking the Monkey (1994),1
497,110366,Little Rascals The (1994),1
498,109120,Andre (1994),1
499,108059,Escort The (Scorta La) (1993),1
500,110892,Princess Caraboo (1994),1
501,112651,Celluloid Closet The (1995),1
502,109382,Dear Diary (Caro Diario) (1994),1
503,112572,Brady Bunch Movie The (1995),1
504,99785,Home Alone (1990),1
505,99653,Ghost (1990),1
506,103639,Aladdin (1992),1
507,103064,Terminator 2: Judgment Day (1991),1
508,99348,Dances with Wolves (1990),1
509,96895,Batman (1989),1
510,102926,Silence of the Lambs The (1991),1
511,29583,Snow White and the Seven Dwarfs (1937),1
512,101414,Beauty and the Beast (1991),1
513,32910,Pinocchio (1940),1
514,100405,Pretty Woman (1990),1
515,65214,Wild Bunch The (1969),1
516,110395,Love and a .45 (1994),1
517,109934,Great Day in Harlem A (1994),1
518,117247,One Fine Day (1996),1
519,112625,Candyman: Farewell to the Flesh (1995),1
520,116282,Fargo (1996),1
521,116552,Homeward Bound II: Lost in San Francisco (1996),1
522,82509,Heavy Metal (1981),1
523,116514,Hellraiser: Bloodline (1996),1
524,117283,Pallbearer The (1996),1
525,116684,Jane Eyre (1996),1
526,70506,Bread and Chocolate (Pane e cioccolata) (1973),1
527,65421,Aristocats The (1970),1
528,113083,Flower of My Secret The (La flor de mi secreto) (1995),1
529,118001,Two Much (1995),1
530,116165,Ed (1996),1
531,117891,Thin Line Between Love and Hate A (1996),1
532,113613,Last Supper The (1995),1
533,117381,Primal Fear (1996),1
534,115509,All Dogs Go to Heaven 2 (1996),1
535,114671,Land and Freedom (Tierra y libertad) (1995),1
536,112844,Denise Calls Up (1995),1
537,114658,Theodore Rex (1995),1
538,116275,Family Thing A (1996),1
539,113122,Frisk (1995),1
540,117608,Sgt. Bilko (1996),1
541,113448,Jack and Sarah (1995),1
542,116414,Girl 6 (1996),1
543,116095,Diabolique (1996),1
544,113947,Nelly & Monsieur Arnaud (1995),1
545,115956,Courage Under Fire (1996),1
546,117060,Mission: Impossible (1996),1
547,109028,Cold Fever (Á köldum klaka) (1995),1
548,117071,Moll Flanders (1996),1
549,116136,Dragonheart (1996),1
550,116168,Eddie (1996),1
551,116683,James and the Giant Peach (1996),1
552,116287,Fear (1996),1
553,116768,Kids in the Hall: Brain Candy (1996),1
554,114787,Underground (1995),1
555,112536,Bloodsport 2 (a.k.a. Bloodsport II: The Next Kumite) (1996),1
556,48473,Song of the Little Road (Pather Panchali) (1955),1
557,52572,World of Apu The (Apur Sansar) (1959),1
558,117128,Mystery Science Theater 3000: The Movie (1996),1
559,117705,Space Jam (1996),1
560,62711,Barbarella (1968),1
561,108181,Some Folks Call It a Sling Blade (1993),1
562,114307,Run of the Country The (1995),1
563,58898,Alphaville (Alphaville une étrange aventure de Lemmy Caution) (1965),1
564,113443,It's My Party (1996),1
565,114048,Operation Dumbo Drop (1995),1
566,117104,Mrs. Winterbourne (1996),1
567,117688,Solo (1996),1
568,117774,Substitute The (1996),1
569,114736,True Crime (1996),1
570,116289,Feeling Minnesota (1996),1
571,109593,Delta of Venus (1995),1
572,112368,Angus (1995),1
573,115742,Boys (1996),1
574,117420,Quest The (1996),1
575,117784,Sunset Park (1996),1
576,117107,Mulholland Falls (1996),1
577,117979,Truth About Cats & Dogs The (1996),1
578,95776,Oliver & Company (1988),1
579,115851,Celtic Pride (1996),1
580,116322,Flipper (1996),1
581,112817,Dead Man (1995),1
582,113362,Horseman on the Roof The (Hussard sur le toit Le) (1995),1
583,108500,Visitors The (Visiteurs Les) (1993),1
584,117108,Multiplicity (1996),1
585,118114,Wallace & Gromit: The Best of Aardman Animation (1996),1
586,113270,Haunted World of Edward D. Wood Jr. The (1996),1
587,115963,Craft The (1996),1
588,116448,Great White Hype The (1996),1
589,116827,Last Dance (1996),1
590,112701,Cold Comfort Farm (1995),1
591,116508,Heaven's Prisoners (1996),1
592,117500,Rock The (1996),1
593,109592,Cemetery Man (Dellamorte Dellamore) (1994),1
594,117998,Twister (1996),1
595,115624,Barb Wire (1996),1
596,113568,Ghost in the Shell (Kôkaku kidôtai) (1995),1
597,117894,Thinner (1996),1
598,117723,Spy Hard (1996),1
599,112691,Wallace & Gromit: A Close Shave (1995),1
600,117768,Stupids The (1996),1
601,115571,Arrival The (1996),1
602,57012,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964),1
603,109688,Ashes of Time (Dung che sai duk) (1994),1
604,110480,Maya Lin: A Strong Clear Vision (1994),1
605,108211,Stalingrad (1993),1
606,117331,Phantom The (1996),1
607,117765,Striptease (1996),1
608,113280,Heavy (1995),1
609,116669,Jack (1996),1
610,116594,I Shot Andy Warhol (1996),1
611,70820,Touki Bouki (1973),1
612,63715,Spirits of the Dead (1968),1
613,117951,Trainspotting (1996),1
614,118523,'Til There Was You (1997),1
615,116629,Independence Day (a.k.a. ID4) (1996),1
616,117737,Stealing Beauty (1996),1
617,116277,Fan The (1996),1
618,116583,Hunchback of Notre Dame The (1996),1
619,115798,Cable Guy The (1996),1
620,116778,Kingpin (1996),1
621,116213,Eraser (1996),1
622,117218,Nutty Professor The (1996),1
623,111546,Unforgettable Summer An (Un été inoubliable) (1994),1
624,113610,Last Klezmer: Leopold Kozlowski His Life and Music The (1994),1
625,111237,Somebody to Love (1994),1
626,116040,Daylight (1996),1
627,116365,Frighteners The (1996),1
628,116905,Lone Star (1996),1
629,116493,Harriet the Spy (1996),1
630,117333,Phenomenon (1996),1
631,118113,Walking and Talking (1996),1
632,117628,She's the One (1996),1
633,117913,Time to Kill A (1996),1
634,115530,American Buffalo (1996),1
635,115493,Alaska (1996),1
636,116320,Fled (1996),1
637,116756,Kazaam (1996),1
638,116823,Larger Than Life (1996),1
639,118073,Very Brady Sequel A (1996),1
640,61495,Collector The (La collectionneuse) (1967),1
641,110246,Kaspar Hauser (1993),1
642,115472,Adventures of Pinocchio The (1996),1
643,116707,Joe's Apartment (1996),1
644,116313,First Wives Club The (1996),1
645,117438,Ransom (1996),1
646,116531,High School High (1996),1
647,116353,Foxfire (1996),1
648,115857,Chain Reaction (1996),1
649,117008,Matilda (1996),1
650,116191,Emma (1996),1
651,115986,Crow: City of Angels The (1996),1
652,116571,House Arrest (1996),1
653,53459,Eyes Without a Face (Yeux sans visage Les) (1959),1
654,117826,Tales from the Crypt Presents: Bordello of Blood (1996),1
655,117718,Spitfire Grill The (1996),1
656,116225,Escape from L.A. (1996),1
657,115632,Basquiat (1996),1
658,117918,Tin Cup (1996),1
659,68646,Godfather The (1972),1
660,104558,Supercop (Police Story 3: Supercop) (Jing cha gu shi III: Chao ji jing cha) (1992),1
661,115736,Bound (1996),1
662,115836,Carpool (1996),1
663,116745,Kansas City (1996),1
664,119214,Gone Fishin' (1997),1
665,110693,Nothing to Lose (1994),1
666,106544,Supercop 2 (Project S) (Chao ji ji hua) (1993),1
667,120004,Relic The (1997),1
668,116654,Island of Dr. Moreau The (1996),1
669,116311,First Kid (1996),1
670,117965,Trigger Effect The (1996),1
671,115725,Bogus (1996),1
672,115783,Bulletproof (1996),1
673,113596,Land Before Time III: The Time of the Great Giving (1995),1
674,109001,1-900 (06) (1994),1
675,113253,Halloween: The Curse of Michael Myers (Halloween 6: The Curse of Michael Myers) (1995),1
676,117991,Twelfth Night (1996),1
677,117093,Mother Night (1996),1
678,111019,Wild Reeds (Les roseaux sauvages) (1994),1
679,35896,For Whom the Bell Tolls (1943),1
680,32904,Philadelphia Story The (1940),1
681,45152,Singin' in the Rain (1952),1
682,43278,American in Paris An (1951),1
683,50419,Funny Face (1957),1
684,54698,Breakfast at Tiffany's (1961),1
685,52357,Vertigo (1958),1
686,47396,Rear Window (1954),1
687,25316,It Happened One Night (1934),1
688,36855,Gaslight (1944),1
689,25164,Gay Divorcee The (1934),1
690,53125,North by Northwest (1959),1
691,53604,Apartment The (1960),1
692,53291,Some Like It Hot (1959),1
693,56923,Charade (1963),1
694,34583,Casablanca (1942),1
695,33870,Maltese Falcon The (1941),1
696,58385,My Fair Lady (1964),1
697,47437,Sabrina (1954),1
698,46250,Roman Holiday (1953),1
699,31580,Little Princess The (1939),1
700,37059,Meet Me in St. Louis (1944),1
701,32138,Wizard of Oz The (1939),1
702,31381,Gone with the Wind (1939),1
703,84370,My Favorite Year (1982),1
704,43014,Sunset Blvd. (a.k.a. Sunset Boulevard) (1950),1
705,33467,Citizen Kane (1941),1
706,62622,2001: A Space Odyssey (1968),1
707,42192,All About Eve (1950),1
708,32143,Women The (1939),1
709,32976,Rebecca (1940),1
710,32484,Foreign Correspondent (1940),1
711,38787,Notorious (1946),1
712,38109,Spellbound (1945),1
713,50105,Affair to Remember An (1957),1
