,imdb_movie_Id,title,image
10,112346,American President The (1995), https://m.media-amazon.com/images/M/MV5BNjhkMmU0M2YtZDUwYi00OWE0LWI5NTktODBjNDc1M2ZlMjI4XkEyXkFqcGdeQXVyNDAxNjkxNjQ@._V1_QL75_UY562_CR0
11,112896,Dracula: Dead and Loving It (1995), https://m.media-amazon.com/images/M/MV5BZWQ0ZDFmYzMtZGMyMi00NmYxLWE0MGYtYzM2ZGNhMTE1NTczL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMjM5ODMxODc@._V1_QL75_UX380_CR0
12,112453,Balto (1995), https://m.media-amazon.com/images/M/MV5BMjBhNmFlZjMtMzhlYy00NDBlLWFiMjctMmE0ZjgwOGM2MTNmXkEyXkFqcGdeQXVyNjExODE1MDc@._V1_QL75_UX380_CR0
13,113987,Nixon (1995), https://m.media-amazon.com/images/M/MV5BNzBlOWY0ZmEtZjdkYS00ZGU0LWEwN2YtYzBkNDM5ZDBjMmI1XkEyXkFqcGdeQXVyMTAwMzUyOTc@._V1_QL75_UX380_CR0
14,112760,Cutthroat Island (1995), https://m.media-amazon.com/images/M/MV5BNjg0ZjIzMDYtNmUyNS00NzQxLWFhZGQtOGYzMzE0ZWEwM2UxXkEyXkFqcGdeQXVyMDI2NDg0NQ@@._V1_QL75_UY562_CR0
15,112641,Casino (1995), https://m.media-amazon.com/images/M/MV5BMTcxOWYzNDYtYmM4YS00N2NkLTk0NTAtNjg1ODgwZjAxYzI3XkEyXkFqcGdeQXVyNTA4NzY1MzY@._V1_QL75_UX380_CR0
16,114388,Sense and Sensibility (1995), https://m.media-amazon.com/images/M/MV5BNzk1MjU3MDQyMl5BMl5BanBnXkFtZTcwNjc1OTM2MQ@@._V1_QL75_UX380_CR0
17,113101,Four Rooms (1995), https://m.media-amazon.com/images/M/MV5BNDc3Y2YwMjUtYzlkMi00MTljLTg1ZGMtYzUwODljZTI1OTZjXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_QL75_UX380_CR0
18,112281,Ace Ventura: When Nature Calls (1995), https://m.media-amazon.com/images/M/MV5BNGFiYTgxZDctNGI4OS00MWU1LWIwOGUtZmMyNGQxYjVkZjQ3XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_QL75_UX380_CR0
19,113845,Money Train (1995), https://m.media-amazon.com/images/M/MV5BYWZlMzIwYzYtOWZiMi00ZGEzLWFhYmQtNmEzYzJlNDg1NjhjXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_QL75_UX380_CR0
20,113161,Get Shorty (1995), https://m.media-amazon.com/images/M/MV5BMjAwODYzNDY4Ml5BMl5BanBnXkFtZTcwODkwNTgzNA@@._V1_QL75_UX380_CR0
21,112722,Copycat (1995), https://m.media-amazon.com/images/M/MV5BYWUwNDk2ZDYtNmFkMi00NjE5LWE1M2ItYTRkNTFjZDU3ZDU4L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTYxNjkxOQ@@._V1_QL75_UX380_CR0
22,112401,Assassins (1995), https://m.media-amazon.com/images/M/MV5BZGI1NDA4ZDItNTRjMi00YTU3LTkwZDEtYjdlNTI1ZjQxZDM1XkEyXkFqcGdeQXVyNDc2NjEyMw@@._V1_QL75_UY562_CR26
23,114168,Powder (1995), https://m.media-amazon.com/images/M/MV5BOGUzYzNiZTItYmZlNi00ODI1LThjNTMtNjI1MTNlZDQ0OGY2XkEyXkFqcGdeQXVyNjExODE1MDc@._V1_QL75_UX380_CR0
24,113627,Leaving Las Vegas (1995), https://m.media-amazon.com/images/M/MV5BNDg3MDM5NTI0MF5BMl5BanBnXkFtZTcwNDY0NDk0NA@@._V1_QL75_UX380_CR0
25,114057,Othello (1995), https://m.media-amazon.com/images/M/MV5BNzVlMjhjYzctNjQ4My00OGMwLThmZTktODE4MWI3NzNkOWYyXkEyXkFqcGdeQXVyNjMwMjk0MTQ@._V1_QL75_UY562_CR1
26,114011,Now and Then (1995), https://m.media-amazon.com/images/M/MV5BMTM2MDQ1YjUtMGM0NC00NmFlLTljMDktZjJiNWRhMWYxOWYyXkEyXkFqcGdeQXVyNjgzMjI4ODE@._V1_QL75_UX380_CR0
27,114117,Persuasion (1995), https://m.media-amazon.com/images/M/MV5BMTc5NzAwNDAyN15BMl5BanBnXkFtZTYwMjYzMDc5._V1_QL75_UY562_CR4
28,112682,City of Lost Children The (Cité des enfants perdus La) (1995), https://m.media-amazon.com/images/M/MV5BZGQxZDMwYzYtYmFjNi00NWYyLThjZjAtMDJhODZhYTkyZDNhXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_QL75_UY562_CR16
29,115012,Shanghai Triad (Yao a yao yao dao waipo qiao) (1995), https://m.media-amazon.com/images/M/MV5BODgzNGQyNjEtYTU0My00ZGY2LTg4Y2MtMWNiY2QyZGE1MGRiXkEyXkFqcGdeQXVyNjMwMjk0MTQ@._V1_QL75_UX380_CR0
30,112792,Dangerous Minds (1995), https://m.media-amazon.com/images/M/MV5BZjk2YjNkYTYtOTZkNy00ZmRkLWI5ODEtYzA4MTM3MzMyZjhlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_QL75_UX380_CR0
31,114746,Twelve Monkeys (a.k.a. 12 Monkeys) (1995), https://m.media-amazon.com/images/M/MV5BN2Y2OWU4MWMtNmIyMy00YzMyLWI0Y2ItMTcyZDc3MTdmZDU4XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_QL75_UX380_CR0
32,112431,Babe (1995), https://m.media-amazon.com/images/M/MV5BYjg4ZjUzMzMtYzlmYi00YTcwLTlkOWUtYWFmY2RhNjliODQzXkEyXkFqcGdeQXVyNTUyMzE4Mzg@._V1_QL75_UX380_CR0
33,112818,Dead Man Walking (1995), https://m.media-amazon.com/images/M/MV5BMTM3NzA1MjM2N15BMl5BanBnXkFtZTcwMzY3MTMzNA@@._V1_QL75_UX380_CR0
34,113442,It Takes Two (1995), https://m.media-amazon.com/images/M/MV5BMzdhMGU0MzEtZjg1Ny00YzE5LWE0MGQtMTNiN2UwN2I5ZDBjXkEyXkFqcGdeQXVyNTgzMzU5MDI@._V1_QL75_UX380_CR0
35,112697,Clueless (1995), https://m.media-amazon.com/images/M/MV5BMzBmOGQ0NWItOTZjZC00ZDAxLTgyOTEtODJiYWQ2YWNiYWVjXkEyXkFqcGdeQXVyNTE1NjY5Mg@@._V1_QL75_UX380_CR0
36,112749,Cry the Beloved Country (1995), https://m.media-amazon.com/images/M/MV5BMTcwMDU1OTEwOF5BMl5BanBnXkFtZTcwMTg5NjEyMQ@@._V1_QL75_UY562_CR8
37,114279,Richard III (1995), https://m.media-amazon.com/images/M/MV5BOWI3NjhhZDItNWQ2NS00Zjg0LWIzMjctNzY0MjRmNzkyYzVmXkEyXkFqcGdeQXVyMTA0MjU0Ng@@._V1_QL75_UY562_CR1
38,112819,Dead Presidents (1995), https://m.media-amazon.com/images/M/MV5BNjdhZWEzMzEtMjNhZS00OThhLWFiZWUtM2EwMWU5MWE0MDA4XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_QL75_UY562_CR0
39,114272,Restoration (1995), https://m.media-amazon.com/images/M/MV5BZmQwODk5ZGItMDk5OS00MjU4LTgyYmUtYTBiMTFhYWM5MDY4XkEyXkFqcGdeQXVyMTMxMTY0OTQ@._V1_QL75_UX380_CR0
40,113855,Mortal Kombat (1995), https://m.media-amazon.com/images/M/MV5BNjY5NTEzZGItMGY3My00NzE4LThkYTUtYjJkNzk3MDBiMWE3XkEyXkFqcGdeQXVyNzg5MDE1MDk@._V1_QL75_UX380_CR0
41,114681,To Die For (1995), https://m.media-amazon.com/images/M/MV5BNGZhYzgwNzItNDljNC00MDM4LThiYjEtNDRhNmE5NDk2MTQ0XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_QL75_UX380_CR0
42,113347,How to Make an American Quilt (1995), https://m.media-amazon.com/images/M/MV5BNGYwZmZkYWItNjdmMi00MjI2LThmOGYtMmI1NTQ0OWQ1YWIxXkEyXkFqcGdeQXVyNzA5NjUyNjM@._V1_QL75_UX380_CR0
43,114369,Seven (a.k.a. Se7en) (1995), https://m.media-amazon.com/images/M/MV5BOTUwODM5MTctZjczMi00OTk4LTg3NWUtNmVhMTAzNTNjYjcyXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_QL75_UX380_CR0
44,114148,Pocahontas (1995), https://m.media-amazon.com/images/M/MV5BMzc4YzhiN2ItY2Y4NC00YTA0LWEyMjEtNzllNTcxZDdjODhiXkEyXkFqcGdeQXVyNTUyMzE4Mzg@._V1_QL75_UX380_CR0
45,114916,When Night Is Falling (1995), https://m.media-amazon.com/images/M/MV5BNGUxMDM1ODEtZjhjZi00NjVjLWEwNmUtNmZmOTQ1MzQxNmQ3XkEyXkFqcGdeQXVyMTMxMTY0OTQ@._V1_QL75_UY562_CR4
46,114814,Usual Suspects The (1995), https://m.media-amazon.com/images/M/MV5BYTViNjMyNmUtNDFkNC00ZDRlLThmMDUtZDU2YWE4NGI2ZjVmXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_QL75_UX380_CR0
47,113819,Mighty Aphrodite (1995), https://m.media-amazon.com/images/M/MV5BMGM1NzM2ZjktNDM5ZS00YmExLTk5ZmYtNDdkNjdkNTdhZWZkXkEyXkFqcGdeQXVyNjE5MjUyOTM@._V1_QL75_UX380_CR0
48,110299,Lamerica (1994), https://m.media-amazon.com/images/M/MV5BNjlmZmQ0ZGUtNTBjYy00ZTg3LWE1NmMtNDAyNDI2Zjc4ZDViXkEyXkFqcGdeQXVyMzIwNDY4NDI@._V1_QL75_UX380_CR0
49,112499,Big Green The (1995), https://m.media-amazon.com/images/M/MV5BNmY4NWVkM2UtY2FkZC00NWJiLTg5N2EtYzk4NjJkMGE0YzA3XkEyXkFqcGdeQXVyNTM5NzI0NDY@._V1_QL75_UX380_CR0
50,113158,Georgia (1995), https://m.media-amazon.com/images/M/MV5BZWJiNjMwYzMtZWU5Yi00NGI0LTg5NGYtZDY4MWRiYjEwYTYzXkEyXkFqcGdeQXVyMTAwMzUyOTc@._V1_QL75_UX380_CR0
51,113321,Home for the Holidays (1995), https://m.media-amazon.com/images/M/MV5BMjVlYTQ4NjgtZWQxMS00ZmQ0LTg4M2QtOGE0ZmJiNDhkMzI4XkEyXkFqcGdeQXVyNTIzOTk5ODM@._V1_QL75_UY562_CR1
52,110877,Postman The (Postino Il) (1994), https://m.media-amazon.com/images/M/MV5BZmVhNWIzOTMtYmVlZC00ZDVmLWIyODEtODEzOTAxYjAwMzVlXkEyXkFqcGdeQXVyMzIwNDY4NDI@._V1_QL75_UY562_CR7
53,113419,Indian in the Cupboard The (1995), https://m.media-amazon.com/images/M/MV5BZWZlYmZiZGMtN2YyZC00MTdjLTllNjUtYWNhZDMwNDhhOTM1XkEyXkFqcGdeQXVyNTI4MjkwNjA@._V1_QL75_UX380_CR0
54,116260,Eye for an Eye (1996), https://m.media-amazon.com/images/M/MV5BMDM4Mzc5ZjAtM2JjMi00NzU1LWEzM2MtNDQzNWI5MmRkM2I1XkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_QL75_UX380_CR0
55,113862,Mr. Holland's Opus (1995), https://m.media-amazon.com/images/M/MV5BZDZhNDRlZjAtYzdhNy00ZjU1LWFlMDYtNjA5NjliM2Y5ZmVjL2ltYWdlXkEyXkFqcGdeQXVyNjE5MjUyOTM@._V1_QL75_UX380_CR0
56,116126,Don't Be a Menace to South Central While Drinking Your Juice in the Hood (1996), https://m.media-amazon.com/images/M/MV5BY2NmM2M2MWItNjdlMC00ZWI3LTkwODUtZDNkYWZjYjgzZjY3XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_QL75_UX380_CR0
57,118002,Two if by Sea (1996), https://m.media-amazon.com/images/M/MV5BY2YwZjVkMjItYjY4Yy00M2QyLTg0Y2MtYmFiNTgzMjNmMmQzXkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_QL75_UX380_CR0
58,115683,Bio-Dome (1996), https://m.media-amazon.com/images/M/MV5BYzY0ZjI0NTUtNDE4Yi00OGU2LWExZDMtNTY1MTM3ZWE3MzEyXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_QL75_UX380_CR0
59,116839,Lawnmower Man 2: Beyond Cyberspace (1996), https://m.media-amazon.com/images/M/MV5BZGI0ZDZhOGUtZDZiOS00NWE2LThjNzQtYzI3ZGFjODUwZjlkXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_QL75_UX380_CR0
60,113149,French Twist (Gazon maudit) (1995), https://m.media-amazon.com/images/M/MV5BMWEwNWY1ZjQtYWMxYS00ZDY2LTg2Y2YtZDc5MTM4MzE0NTM4XkEyXkFqcGdeQXVyNDE5MTU2MDE@._V1_QL75_UY562_CR3
61,113118,Friday (1995), https://m.media-amazon.com/images/M/MV5BYmEwNjNlZTUtNzkwMS00ZTlhLTkyY2MtMjM2MzlmODQyZGVhXkEyXkFqcGdeQXVyNTI4MjkwNjA@._V1_QL75_UX380_CR0
62,116367,From Dusk Till Dawn (1996), https://m.media-amazon.com/images/M/MV5BZjk3YmZhMDAtOWUzMS00YjE5LTkxNzAtY2I1NGZjMDA2ZTk0XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_QL75_UX380_CR0
63,113010,Fair Game (1995), https://m.media-amazon.com/images/M/MV5BMTE4M2Q2ZjctMGViNS00NzhiLWFkMjMtMjY2NWMzOWUzM2Y3XkEyXkFqcGdeQXVyNjU0NTI0Nw@@._V1_QL75_UY562_CR1
64,113537,Kicking and Screaming (1995), https://m.media-amazon.com/images/M/MV5BNWU2YjdlN2ItNTk2OS00MzMwLTlhYjctNDI0MDI0NTQ3OWY0XkEyXkFqcGdeQXVyNzI1NzMxNzM@._V1_QL75_UY562_CR1
65,113828,Misérables Les (1995), https://m.media-amazon.com/images/M/MV5BZWE2ZDg2ODQtMDIwMi00NGE3LWEzZWMtNzBjZDExNGJmMGVhXkEyXkFqcGdeQXVyNjA0Mzc0MzI@._V1_QL75_UY562_CR16
66,115644,Bed of Roses (1996), https://m.media-amazon.com/images/M/MV5BNTUwOWM4YmUtMzdkMi00YjEwLWE0MmEtZTBmMGNhYWU4OGI3XkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_QL75_UX380_CR0
67,115676,Big Bully (1996), https://m.media-amazon.com/images/M/MV5BNDdhZTdiOTAtMWNiMC00NDRmLTllZWItYWMzOWZjNDY3ZmRiXkEyXkFqcGdeQXVyNjMwMjk0MTQ@._V1_QL75_UX380_CR0
68,114367,Screamers (1995), https://m.media-amazon.com/images/M/MV5BM2M2ZGM0NDUtODRhNS00MjcxLTg3ZWYtYjkyZDJkYmVjOWYwXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_QL75_UX380_CR0
69,113973,Nico Icon (1995), https://m.media-amazon.com/images/M/MV5BNTY2MDM2NzcyM15BMl5BanBnXkFtZTcwMjk3MzcyMQ@@._V1_QL75_UY562_CR1
70,112744,Crossing Guard The (1995), https://m.media-amazon.com/images/M/MV5BMjkwNWMyZjQtNmU5MS00ZWE1LWE3NzMtNGZjNTlhYzcwNjIzXkEyXkFqcGdeQXVyMTAwMzUyOTc@._V1_QL75_UX380_CR0
71,116731,Juror The (1996), https://m.media-amazon.com/images/M/MV5BYTMzNjAyZTktNzRjMS00ZThmLTk5ODEtZWI5ZmYyZGNiNzMxXkEyXkFqcGdeQXVyNjU0NTI0Nw@@._V1_QL75_UX380_CR0
72,112445,White Balloon The (Badkonake sefid) (1995), https://m.media-amazon.com/images/M/MV5BN2QzOTY0MjAtMDQ4MC00MTQ3LWIxM2UtZjc5MzkxYjRhZjdjXkEyXkFqcGdeQXVyNjkxOTM4ODY@._V1_QL75_UY562_CR21
73,114660,Things to Do in Denver When You're Dead (1995), https://m.media-amazon.com/images/M/MV5BMzI0OWEzZmItOGUyOC00M2Y2LWIzNDEtY2EzYzAwNWI0ZDkyXkEyXkFqcGdeQXVyNTc1NTQxODI@._V1_QL75_UX380_CR0
74,112379,Antonia's Line (Antonia) (1995), https://m.media-amazon.com/images/M/MV5BNDVmNjdhMzEtNDMzMy00NzI0LWI1ZmUtNjJiNGEzMDExZDY5XkEyXkFqcGdeQXVyMjM5NDQzNTk@._V1_QL75_UY562_CR3
75,114039,Once Upon a Time... When We Were Colored (1995), https://m.media-amazon.com/images/M/MV5BY2VmOWI4MzMtZmExYy00ZjNhLTk1Y2YtN2Q2ODkwMWViNDNkXkEyXkFqcGdeQXVyNjMwMjk0MTQ@._V1_QL75_UY562_CR2
76,112365,Angels and Insects (1995), https://m.media-amazon.com/images/M/MV5BZTc1MzY1ODAtMDhlMS00NjgyLTlkNTEtZTUwYTM4MzFkNWNmXkEyXkFqcGdeQXVyNDE5MTU2MDE@._V1_QL75_UY562_CR3
77,118158,White Squall (1996), https://m.media-amazon.com/images/M/MV5BNzdlZTBmYjgtZWRlZC00MDI0LTkxNzUtODdhYWYwYmJiMjY3XkEyXkFqcGdeQXVyMTY4MjE1MDA@._V1_QL75_UX380_CR0
78,116151,Dunston Checks In (1996), https://m.media-amazon.com/images/M/MV5BN2RhOTA4YzAtNTg3NC00NmYxLWI1YjQtYzM4NTJlYzVhZGYwXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_QL75_UX380_CR0
79,115697,Black Sheep (1996), https://m.media-amazon.com/images/M/MV5BYjc2NzU0YjUtYzkyNS00NjcwLWJiM2QtM2Y3YjFhMTQ0M2I3XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_QL75_UX380_CR0
80,113972,Nick of Time (1995), https://m.media-amazon.com/images/M/MV5BODg1ODNjMzItYjRkMS00NmExLTkxNWUtMWYwNWM2NDU1YzU1XkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_QL75_UY562_CR4
81,117002,Mary Reilly (1996), https://m.media-amazon.com/images/M/MV5BZWI5MzBiMjgtNDE2ZC00MTA1LWFmNWItZDQyMDA2NGE0MjQ5XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_QL75_UX380_CR0
82,114825,Vampire in Brooklyn (1995), https://m.media-amazon.com/images/M/MV5BNWFlYjJiYzUtNWE1YS00YzM5LTkxYzMtN2FlMjI4NTNlNzExXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_QL75_UX380_CR0
83,115639,Beautiful Girls (1996), https://m.media-amazon.com/images/M/MV5BOTQ4OTU0ODktY2E5YS00MGFhLTgwZTEtZWFkOGMxMmFmOTg0XkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_QL75_UY562_CR4
84,115759,Broken Arrow (1996), https://m.media-amazon.com/images/M/MV5BYzU2NDg3ZTItNzRmNy00NTQzLTljMDUtNjczOTMwZjEzNWVkXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_QL75_UY562_CR0
85,113403,In the Bleak Midwinter (1995), https://m.media-amazon.com/images/M/MV5BMTIyMDEwMDAyMl5BMl5BanBnXkFtZTYwOTUwNTk4._V1_QL75_UX380_CR0
86,113247,Hate (Haine La) (1995), https://m.media-amazon.com/images/M/MV5BNDNiOTA5YjktY2Q0Ni00ODgzLWE5MWItNGExOWRlYjY2MjBlXkEyXkFqcGdeQXVyNjQ2MjQ5NzM@._V1_QL75_UY562_CR7
87,113283,Heidi Fleiss: Hollywood Madam (1995), https://m.media-amazon.com/images/M/MV5BMTc4NDc5NzQzNF5BMl5BanBnXkFtZTcwMDUyODkxMQ@@._V1_QL75_UY562_CR11
88,115907,City Hall (1996), https://m.media-amazon.com/images/M/MV5BNDlhNDc3MmEtODJkMS00YmVlLWI4MTUtNDRkMTFhYjk1NDdlXkEyXkFqcGdeQXVyMTMxMTY0OTQ@._V1_QL75_UX380_CR0
89,115734,Bottle Rocket (1996), https://m.media-amazon.com/images/M/MV5BYjZjYjJmZTItOGRhNy00MmIyLTllODYtMzJlMTMxMzkyODc2XkEyXkFqcGdeQXVyNTE1NjY5Mg@@._V1_QL75_UX380_CR0
90,117102,Mr. Wrong (1996), https://m.media-amazon.com/images/M/MV5BZTIwOThjZmQtMWExMC00NzIwLWI0YzAtMWIzNTNlODdjNjg5XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_QL75_UX380_CR0
91,118040,Unforgettable (1996), https://m.media-amazon.com/images/M/MV5BMjQxODM0MjY2Nl5BMl5BanBnXkFtZTgwOTkwMDcyMTI@._V1_QL75_UY562_CR0
92,116483,Happy Gilmore (1996), https://m.media-amazon.com/images/M/MV5BZWI2NjliOTYtZjE1OS00YzAyLWJjYTQtYWNmZTQzMTQzNzVjXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_QL75_UX380_CR0
93,112579,Bridges of Madison County The (1995), https://m.media-amazon.com/images/M/MV5BNmRiZDZkN2EtNWI5ZS00ZDg3LTgyNDItMWI5NjVlNmE5ODJiXkEyXkFqcGdeQXVyMjQwMjk0NjI@._V1_QL75_UX380_CR0
94,110251,Nobody Loves Me (Keiner liebt mich) (1994), https://m.media-amazon.com/images/M/MV5BMTM1NzQ2NjQ3Ml5BMl5BanBnXkFtZTcwNzg5NjYxMQ@@._V1_QL75_UY562_CR9
95,117110,Muppet Treasure Island (1996), https://m.media-amazon.com/images/M/MV5BMTlmNzhiMWEtOWVjZC00NmM0LTgxNDItMDJmYTkxYTZkY2FjXkEyXkFqcGdeQXVyNTUyMzE4Mzg@._V1_QL75_UX380_CR0
96,112646,Catwalk (1996), https://m.media-amazon.com/images/M/MV5BMTYxNzk1NjMxN15BMl5BanBnXkFtZTcwNjk0ODkxMQ@@._V1_QL75_UX380_CR0
97,112573,Braveheart (1995), https://m.media-amazon.com/images/M/MV5BMzkzMmU0YTYtOWM3My00YzBmLWI0YzctOGYyNTkwMWE5MTJkXkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_QL75_UY562_CR1
98,75314,Taxi Driver (1976), https://m.media-amazon.com/images/M/MV5BM2M1MmVhNDgtNmI0YS00ZDNmLTkyNjctNTJiYTQ2N2NmYzc2XkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_QL75_UX380_CR0
99,113326,Rumble in the Bronx (Hont faan kui) (1995), https://m.media-amazon.com/images/M/MV5BZTUxMzY1N2YtZjM5NC00MmUzLThkNzEtYjNiYzg0MzI4MDc5L2ltYWdlXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_QL75_UY562_CR13
100,115645,Before and After (1996), https://m.media-amazon.com/images/M/MV5BOWJmODIwYWUtNTNkYy00Njk4LWJkODktMzA5ZTdkMTZhZmZiXkEyXkFqcGdeQXVyNjMwMjk0MTQ@._V1_QL75_UY562_CR1
101,112373,Anne Frank Remembered (1995), https://m.media-amazon.com/images/M/MV5BNGZjNzg2MzMtNzJiZi00YTMxLWEwNGMtZGI0ODBiN2RmMGRiXkEyXkFqcGdeQXVyMzExODEzNDA@._V1_QL75_UX380_CR0
102,115033,Young Poisoner's Handbook The (1995), https://m.media-amazon.com/images/M/MV5BMTg0MTE5OTMzNV5BMl5BanBnXkFtZTcwMDM0MzkzMQ@@._V1_QL75_UY562_CR91
103,116606,If Lucy Fell (1996), https://m.media-amazon.com/images/M/MV5BMmFjYWU4YTgtZGQ1OC00ZjhlLWI3ZjMtMzZhN2I1Y2I1MWJjXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_QL75_UX380_CR0
104,114536,Steal Big Steal Little (1995), https://m.media-amazon.com/images/M/MV5BN2RjYzZhZmUtNThhMi00OTE1LTljNjgtYTM1MjFlNjZjMzE3XkEyXkFqcGdeQXVyMTQ3Njg3MQ@@._V1_QL75_UY562_CR4
105,106473,Boys of St. Vincent The (1992), https://m.media-amazon.com/images/M/MV5BODc3YjhlN2UtOWI3Mi00YTg4LTlhM2ItODI2ZGYzNjIxMDIzXkEyXkFqcGdeQXVyMDUyOTUyNQ@@._V1_QL75_UY562_CR6
106,103859,Boomerang (1992), https://m.media-amazon.com/images/M/MV5BZDZmZDU5MGYtMTU3YS00NDczLWJmOTQtOTdlODk2NmMxZjllXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_QL75_UX380_CR0
107,109424,Chungking Express (Chung Hing sam lam) (1994), https://m.media-amazon.com/images/M/MV5BMGQ5MzljNzYtMDM1My00NmI0LThlYzQtMTg0ZmQ0MTk1YjkxXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_QL75_UY562_CR9
108,116324,Flirting With Disaster (1996), https://m.media-amazon.com/images/M/MV5BZWU5ZmIwMzktZjNmMy00Y2U3LTg4ZDctMjI4OWVlM2UwYjE0XkEyXkFqcGdeQXVyMTMxMTY0OTQ@._V1_QL75_UY562_CR0
109,110647,NeverEnding Story III The (1994), https://m.media-amazon.com/images/M/MV5BM2U0NDQxMDEtNzU1YS00ZjM2LTg3Y2QtZGRjMDAxMzBhODRkXkEyXkFqcGdeQXVyNTUyMzE4Mzg@._V1_QL75_UY562_CR4
110,110217,Jupiter's Wife (1994), https://m.media-amazon.com/images/M/MV5BMTI3ODIyODY4N15BMl5BanBnXkFtZTcwNjE3MjUyMQ@@._V1_QL75_UY562_CR9
111,114131,Pie in the Sky (1996), https://m.media-amazon.com/images/M/MV5BMTAxMTQwNTg1NjNeQTJeQWpwZ15BbWU3MDEzMzI0MjE@._V1_QL75_UY562_CR8
