movie_Id,imdb_movie_Id
474,107206
475,107207
476,110137
477,108551
478,110197
479,107286
480,107290
481,107302
482,110265
483,107322
484,110305
485,107362
486,107413
487,110353
488,107468
489,107478
490,107497
491,107501
492,107507
493,107554
494,116253
495,74102
496,111689
497,107616
498,107611
499,107613
500,107614
501,107653
502,110657
503,110649
504,110678
505,110687
506,107756
507,107808
508,107818
509,107822
510,107840
511,107889
512,111003
513,110939
514,110955
515,107943
516,110971
517,107969
518,111001
519,107978
520,107977
521,107983
522,105275
523,108000
524,108002
525,108026
526,105032
527,108052
528,111094
529,108065
530,111102
531,108071
532,111127
533,111143
534,108101
535,108122
536,111194
537,111201
538,108149
539,108160
540,108162
541,83658
542,108186
543,108174
544,108238
546,108255
547,111323
548,111400
549,108328
550,111418
551,107688
552,108333
553,108358
554,111488
555,108399
556,108515
558,110763
559,107779
560,109226
561,110259
562,114906
563,107002
564,109403
565,104029
566,110623
567,107315
568,106408
569,110363
570,107349
571,111709
572,109828
573,107225
574,111252
575,110366
576,106878
577,109120
579,108059
580,110892
581,112651
582,107642
583,109382
584,106678
585,112572
586,99785
587,99653
588,103639
589,103064
590,99348
591,114706
592,96895
593,102926
594,29583
595,101414
596,32910
597,100405
598,110719
599,65214
600,110395
601,111752
602,109934
603,112606
604,115978
605,117247
606,112625
607,106537
608,116282
609,116552
610,82509
611,116514
612,117283
613,116684
614,110374
615,70506
616,65421
617,113083
618,118001
619,116165
620,102855
621,107471
623,113839
625,90665
626,117891
627,113613
628,117381
629,114305
630,115837
631,115509
632,114671
633,112844
634,114658
635,116275
636,113122
637,117608
638,113448
639,116414
640,116095
641,111543
642,117517
643,117312
644,116485
645,113947
647,115956
648,117060
649,109028
650,117071
651,117788
652,112257
653,116136
654,118026
655,117117
656,116168
657,111787
658,112509
659,54189
660,115591
661,116683
662,116287
663,116768
664,116269
665,114787
666,113720
667,112536
668,48473
670,52572
671,117128
672,114616
673,117705
674,62711
675,110061
676,140614
678,108181
679,114307
680,58898
681,82206
682,111430
683,107727
684,81759
685,113443
687,109491
688,114048
690,111613
691,117104
692,117688
693,109751
694,117774
695,114736
696,112604
697,116289
698,109593
699,103095
700,112368
701,104046
702,62952
703,115742
704,117420
705,115951
706,117784
707,117107
708,117979
709,95776
710,115851
711,116322
712,109374
713,110712
714,112817
715,113362
716,73778
717,112546
718,108500
719,117108
720,118114
721,114103
722,113270
723,92123
724,115963
725,116448
726,116827
727,114894
728,112701
729,113429
730,125877
731,116508
732,117260
733,117500
734,116405
735,109592
736,117998
737,115624
738,113145
739,116559
741,113568
742,117894
743,117723
744,112586
745,112691
746,40366
747,117768
748,115571
749,31612
750,57012
751,103926
752,105737
753,113849
754,113188
755,42644
756,109381
757,109688
758,104606
759,110480
760,108211
761,117331
762,117765
763,116833
764,113280
765,116669
766,116594
767,113211
768,114494
769,116992
770,38426
771,94265
772,105201
773,70820
774,84898
775,63715
776,109191
777,114122
778,117951
779,118523
780,116629
781,117737
782,116277
783,116583
784,115798
785,116778
786,116213
787,113147
788,117218
789,100990
790,111546
791,113610
792,93199
793,106810
794,111180
795,111237
796,72362
797,103207
798,116040
799,116365
800,116905
801,116493
802,117333
803,118113
804,117628
805,117913
806,115530
807,114266
808,115493
809,116320
810,116756
812,109356
813,116823
814,112568
815,114170
816,117999
818,118073
819,108220
820,49521
821,112746
822,104403
823,61495
824,110246
825,116164
826,112865
827,112716
828,115472
829,116707
830,116313
831,114550
832,117438
833,116531
834,117332
835,116353
836,115857
837,117008
838,116191
839,115986
840,116571
841,53459
842,117826
843,113695
844,108227
845,111424
846,113080
847,115680
848,117718
849,116225
850,112767
851,115632
852,117918
853,104109
854,51980
855,100840
856,107575
857,42054
858,68646
859,116536
860,109255
861,104558
862,116985
864,114936
865,114474
866,115736
867,115836
868,101692
869,116745
870,119214
871,116934
872,109066
873,75169
874,113542
875,110693
876,106544
877,116418
878,112607
879,120004
880,116654
881,116311
882,117965
884,114592
885,115725
886,115783
887,120271
889,109001
890,94822
891,113253
892,117991
893,117093
894,24252
895,105729
896,111019
897,35896
898,32904
899,45152
900,43278
901,50419
902,54698
903,52357
904,47396
905,25316
906,36855
907,25164
908,53125
909,53604
910,53291
911,56923
912,34583
913,33870
914,58385
915,47437
916,46250
917,31580
918,37059
919,32138
920,31381
921,84370
922,43014
923,33467
924,62622
925,39428
926,42192
927,32143
928,32976
929,32484
930,38787
931,38109
932,50105
933,48728
934,42451
935,45537
936,31725
937,50658
938,51658
939,52126
940,29843
941,32762
942,37008
943,39420
944,29162
945,27125
946,35446
947,28010
948,49261
949,48028
950,25878
951,32599
952,48960
953,38650
954,31679
955,29947
956,34012
957,17350
958,36094
959,25586
960,38300
961,27893
962,32022
963,41509
964,39152
965,26029
966,38235
967,36241
968,63350
969,43265
970,46414
971,51459
972,47162
973,33891
974,29855
975,29588
976,22879
977,27980
979,114007
980,93229
981,118927
982,48491
983,113730
984,117357
985,117669
986,116329
987,118742
988,116442
989,114354
990,117011
991,117039
992,117473
993,116635
994,115678
996,116830
997,115847
998,117603
999,115438
1000,115994
1001,83587
1002,116167
1003,116259
1004,116421
1005,116000
1006,115862
1007,72653
1008,47977
1009,72951
1010,64603
1011,71607
1012,50798
1013,55277
1014,54195
1015,107131
1016,53271
1017,54357
1018,59793
1019,46672
1020,106611
1021,109127
1022,42332
1023,63819
1024,38166
1025,57546
1026,41890
1027,102798
1028,58331
1029,33563
1030,76538
1031,66817
1032,43274
1033,82406
1034,116361
1035,59742
1036,95016
1037,104692
1038,118044
1039,114597
1040,117582
1041,117589
1042,117887
1043,117924
1044,117791
1045,116928
1046,115640
1047,116908
1049,116409
1050,116913
1051,117958
1052,117400
1053,117202
1054,116404
1055,120107
1056,116722
1057,116242
1058,115600
1059,117509
1060,117802
1061,117665
1062,117781
1063,116714
1065,43140
1066,29546
1067,28757
1068,39286
1069,37101
1070,44863
1071,109823
1073,67992
1075,111622
1076,55018
1077,70707
1078,66808
1079,95159
1080,79470
1081,84865
1082,68334
1083,59243
1084,61418
1085,52027
1086,46912
1087,113731
1088,92890
1089,105236
1090,91763
1091,98627
1092,103772
1093,101761
1094,104036
1095,104348
1096,84707
1097,83866
1098,117577
1099,29992
1100,99371
1101,92099
1102,115531
1103,48545
1104,44081
1105,115885
1106,116859
1107,102336
1109,115870
1110,115684
1111,117040
1112,117284
1113,115580
1114,116378
1115,114472
1116,113057
1117,116581
1118,114622
1119,112907
1120,117318
1121,116422
1122,114147
1123,117320
1124,82846
1125,72081
1126,101775
1127,96754
1128,80749
1129,82340
1130,82533
1131,91288
1132,91480
1133,111357
1134,107274
1135,81375
1136,71853
1137,116587
1138,112777
1139,116245
1140,116212
1141,113328
1142,116403
1143,117968
1144,116886
1145,117677
1146,112759
1147,118147
1148,108598
1149,110173
1150,84589
1151,109781
1152,40427
1153,40723
1154,39881
1155,92281
1156,34493
1157,39004
1158,26465
1159,26656
1160,25799
1161,78875
1162,69198
1163,110521
1164,60304
1165,115715
1166,113031
1167,116059
1168,115610
1169,99028
1170,112483
1171,103850
1172,95765
1173,97108
1174,109942
1175,101700
1176,101765
1177,101811
1178,50825
1179,99703
1180,102014
1181,120121
1183,116209
1184,102426
1185,97937
1186,98724
1187,105107
1188,105488
1189,96257
1190,101026
1191,102370
1192,100332
1193,73486
1194,78446
1196,80684
1197,93779
1198,82971
1199,88846
1200,90605
1201,60196
1202,94336
1203,50083
1204,56172
1206,66921
1207,56592
1208,78788
1209,64116
1210,86190
1211,93191
1212,41959
1213,99685
1214,78748
1215,106308
1216,95250
1217,89881
1218,97202
1219,54215
1220,80455
1221,71562
1222,93058
1223,104361
1224,97499
1225,86879
1226,45061
1227,87843
1228,81398
1230,75686
1231,86197
1232,79944
1233,82096
1234,70735
1235,67185
1236,103130
1237,50976
1238,85859
1240,88247
1241,103873
1242,97441
1243,100519
1244,79522
1245,100150
1246,97165
1247,61722
1248,52311
1249,100263
1250,50212
1251,56801
1252,71315
1253,43456
1254,40897
1255,92610
1256,23969
1257,88794
1258,81505
1259,92005
1260,22100
1261,92991
1262,57115
1263,77416
1264,82269
1265,107048
1266,105695
1267,56218
1268,100436
1269,36613
1270,88763
1271,101921
1272,66206
1273,90967
1274,94625
1275,91203
1276,61512
1277,99334
1278,72431
1279,102536
1280,101640
1281,32553
1282,32455
1283,44706
1284,38355
1285,97493
1286,81534
1287,52618
1288,88258
1289,85809
1290,94006
1291,97576
1292,78841
1293,83987
1295,96332
1296,91867
1297,89886
1298,84503
1299,87553
1300,89606
1301,49223
1302,97351
1303,73341
1304,64115
1305,87884
1306,101458
1307,98635
1308,113369
1309,114089
1310,116589
1311,117550
1312,116293
1313,116953
1314,115754
1315,114093
1316,115548
1317,116601
1318,112537
1319,107314
1320,103644
1321,82010
1322,103678
1323,85159
1324,115535
1325,106262
1326,83550
1327,78767
1328,99030
1329,71233
1330,90655
1331,75704
1332,92632
1333,56869
1334,51418
1335,82083
1336,101492
1337,37549
1339,103874
1340,26138
1341,74258
1342,103919
1343,101540
1344,55824
1345,74285
1346,83722
1347,87800
1348,13442
1349,91651
1350,75005
1351,115710
1352,115495
1353,117057
1354,115751
1355,119791
1356,117731
1357,117631
1358,117666
1359,116705
1360,84116
1361,117293
1363,117372
1364,113557
1365,117477
1366,115988
1367,115433
1368,42354
1369,110171
1370,99423
1371,79945
1372,102975
1373,98382
1374,84726
1375,88170
1376,92007
1377,103776
1378,96487
1379,100994
1380,77631
1381,84021
1382,100114
1383,115471
1384,117773
1385,105690
1386,52287
1387,73195
1388,77766
1389,85750
1390,117119
1391,116996
1392,115906
1393,116695
1394,93822
1395,94155
1396,105435
1397,115633
1398,116621
1399,116999
1400,117691
1401,116410
1404,119783
1405,115641
1406,112769
1407,117571
1408,104691
1409,117038
1410,116240
1411,116477
1412,117690
1413,118163
1414,117091
1415,118100
1416,116250
1417,117364
1419,67959
1420,117028
1421,113212
1422,119731
1423,116506
1424,116640
1425,119115
1426,120550
1427,120390
1428,112362
1429,116704
1430,120414
1431,118708
1432,119664
1433,110425
1434,123281
1436,80714
1437,106535
1438,118928
1439,119644
1440,106266
1441,106387
1442,119937
1443,117907
1444,109949
1445,119640
1446,116790
1447,119225
1448,116310
1449,118111
1450,116754
1453,118691
1454,120238
1455,116565
1456,119887
1457,119141
1458,120357
1459,118548
1460,120317
1461,120434
1462,118042
1463,120318
1464,116922
1465,120036
1466,119008
1467,117544
1468,118750
1470,120014
1471,118762
1472,118859
1473,118702
1474,119432
1475,116743
1476,119951
1477,119572
1479,120053
1480,120152
1482,118064
1483,115964
1484,116041
1485,119528
1486,117422
1487,120094
1488,118972
1489,118829
1490,118663
1493,116931
1495,120389
1496,118623
1497,119013
1498,119381
1499,118615
1500,119229
1501,116762
1502,116783
1503,118541
1504,113314
1507,119859
1508,120366
1509,118586
1510,118783
1511,117050
1513,120032
1514,116295
1515,120461
1516,115886
1517,118655
1518,118771
1519,115760
1520,115927
1522,117482
1523,120383
1524,105660
1525,120479
1526,119109
1527,119116
1528,116643
1529,119809
1531,116920
1532,120190
1533,117398
1534,58985
1535,119578
1537,117615
1538,120087
1539,120394
1541,118556
1542,115744
1543,118964
1544,119567
1545,117359
1546,117561
1547,120118
1548,118117
1549,114303
1550,120373
1551,118787
1552,118880
1553,116834
1554,114134
1555,112951
1556,120179
1557,117724
1558,117775
1559,113968
1561,118127
1562,118688
1563,119019
1564,120034
1565,116502
1566,119282
1567,119502
1568,116949
1569,119738
1570,105569
1571,115856
1572,57345
1573,119094
1574,119098
1575,116384
1577,117076
1578,113425
1579,116334
1580,119654
1581,119848
1582,120512
1583,120133
1584,118884
1585,116930
1586,119173
1587,82198
1588,119190
1589,118887
1590,119081
1591,120177
1592,118570
1593,119896
1594,119361
1595,119152
1596,118818
1597,118883
1598,118966
1599,120207
1600,120112
1601,119311
1602,119509
1603,119675
1604,119695
1605,119086
1606,119484
1608,118571
1609,118531
1610,99810
1611,102494
1612,119465
1613,120197
1614,119360
1615,119051
1616,119874
1617,119488
1619,120102
1620,119468
1621,120169
1622,119457
1623,120524
1624,120323
1625,119174
1626,119123
1627,120399
1628,119557
1629,119632
1630,123953
1631,118647
1632,120151
1633,120402
1635,119349
1636,120192
1639,118842
1640,119326
1641,119164
1642,116631
1643,119280
1644,119345
1645,118971
1646,120029
1647,119906
1648,119324
1649,119107
1650,120481
1651,120303
1652,120539
1653,119177
1654,119095
1655,119891
1656,120257
1657,120529
1658,119535
1659,119338
1660,119080
1661,119210
1662,118900
1663,83131
1664,117221
1665,118689
1666,119327
1667,119592
1668,119832
1669,120275
1670,120490
1671,119527
1672,119978
1673,118749
1674,90329
1675,119365
1676,120201
1677,118901
1678,107282
1679,118836
1680,120148
1681,119707
1682,120382
1683,120520
1684,119723
1685,116592
1686,119994
1687,119395
1688,118617
1689,120483
1690,118583
1692,112318
1693,118607
1694,118632
1695,123385
1696,118698
1697,109266
1698,118764
1699,118804
1701,118954
1702,119137
1703,119142
1704,119217
1705,116465
1706,116490
1707,119303
1708,119352
1709,130073
1711,119668
1713,119715
1714,117167
1715,119819
1716,119845
1717,120082
1718,120222
1719,120255
1720,128755
1721,120338
1722,120347
1723,117994
1724,118230
1725,119052
1726,119925
1727,119314
1728,120521
1729,119396
1730,119485
1731,119718
1732,118715
1733,118566
1734,119590
1735,119223
1738,120881
1739,118539
1740,119655
1742,119988
1743,129758
1744,120670
1746,120820
1747,120885
1748,118929
1749,116845
1750,120478
1752,120696
1753,120693
1754,119099
1755,120122
1756,118643
1757,112913
1759,119815
1760,120185
1762,118956
1764,128690
1765,119521
1767,119734
1768,119711
1769,120008
1770,120594
1771,119784
1772,118747
1773,114690
1774,133090
1776,120707
1777,120888
1779,120184
1780,118662
1781,116379
1782,119548
1783,120782
1784,119822
1785,99939
1787,145302
1788,119656
1789,114322
1791,119594
1792,120873
1793,120491
1794,119574
1795,112619
1796,140282
1797,120661
1798,118744
1799,120241
1801,120744
1804,120769
1805,120890
1806,125454
1807,120642
1809,119250
1810,119942
1811,119780
1812,120510
1814,120793
1815,119049
1816,124179
1817,119560
1819,120219
1820,120108
1821,120772
1822,120645
1824,119305
1825,119905
1826,120598
1827,124295
1829,118851
1830,119139
1831,120738
1832,119272
1833,120749
1834,120176
1835,120632
1836,120728
1837,120773
1839,120765
1840,124718
1841,119196
1842,118229
1843,120213
1844,118819
1845,120906
1846,119792
1847,117443
1848,118755
1849,119947
1850,130019
1851,119508
1852,118727
1853,118577
1854,120723
1855,120725
1856,138563
1857,119987
1858,117786
1859,120265
1860,119448
1861,118785
1862,120841
1863,120742
1864,120838
1865,141986
1866,120609
1867,120856
1869,120610
1870,118925
1871,119952
1872,113184
1873,119683
1874,120211
1875,118866
1876,120647
1877,145048
1878,120531
1879,125128
1880,119506
1881,120800
1882,120685
1883,118798
1884,120669
1885,120777
1886,131436
1887,119053
1888,119313
1889,119375
1890,119547
1891,120401
1892,120787
1893,116692
1894,120828
1895,127723
1896,118894
1897,139362
1898,119494
1899,125980
1900,118849
1901,150290
1902,116141
1903,126938
1904,122529
1905,143614
1906,119717
1907,120762
1908,140508
1909,120902
1910,126344
1911,118998
1912,120780
1913,73540
1914,120321
1915,120443
1916,118789
1917,120591
1918,122151
1919,123987
1920,122718
1921,138704
1922,140688
1923,129387
1924,52077
1925,18578
1926,19729
1927,20629
1928,21746
1929,22958
1930,23876
1931,26752
1932,27698
1933,29146
1934,30993
1935,33729
1936,35093
1937,36872
1938,37884
1939,36868
1940,39416
1941,40416
1942,41113
1943,44672
1944,45793
1945,47296
1946,48356
1947,55614
1948,57590
1949,60665
1950,61811
1951,63385
1952,64665
1953,67116
1954,75148
1955,79417
1956,81283
1957,82158
1958,86425
1959,89755
1960,93389
1961,95953
1962,97239
1963,65063
1964,67309
1965,87995
1966,100142
1967,91369
1968,88847
1969,89686
1970,93629
1971,95742
1972,97981
1973,101917
1974,80761
1975,82418
1976,83972
1977,87298
1978,89173
1979,91080
1980,95179
1981,97388
1982,77651
1983,82495
1984,85636
1985,95271
1986,97474
1987,81383
1988,93176
1989,98136
1990,105179
1991,94862
1992,99253
1993,103956
1994,84516
1995,91778
1996,95889
1997,70047
1998,76009
1999,99528
2000,93409
2001,97733
2002,104714
2003,87363
2004,99700
2005,89218
2006,120746
2007,119910
2008,117898
2009,70723
2010,17136
2011,96874
2012,99088
2013,69113
2014,76054
2015,54594
2016,78790
2017,54649
2018,34492
2019,47478
2020,94947
2021,87182
2022,95497
2023,99674
2024,102757
2025,119558
2026,134619
2027,120741
2028,120815
2029,137386
2030,119007
2031,66728
2032,66811
2033,88814
2034,78869
2035,62737
2036,109287
2037,75807
2038,77305
2039,97053
2040,65566
2041,82199
2042,109520
2043,52722
2044,82263
2045,106868
2046,91059
2047,61715
2048,91149
2049,61749
2050,80861
2051,76137
2052,107120
2053,104437
2054,97523
2055,77698
2056,56095
2057,57180
2058,120768
2059,120783
2060,131857
2061,119165
2062,120687
2063,124115
2064,98213
2065,89853
2066,39689
2067,59113
2068,83922
2069,90203
2070,86423
2071,106273
2072,96734
2073,89126
2074,71910
2075,82736
2076,90756
2077,89385
2078,61852
2079,53994
2080,48280
2081,97757
2082,104868
2083,104940
2084,104990
2085,55254
2086,89731
2087,46183
2088,81353
2089,100477
2090,76618
2091,78158
2093,89908
2094,102803
2095,75200
2096,53285
2097,86336
2098,57518
2099,38969
2100,88161
2101,111271
2102,19422
2103,111359
2104,84783
2105,84827
2106,108265
2107,120694
2108,102250
2109,79367
2110,83798
2111,85894
2112,101969
2113,99697
2114,86066
2115,87469
2116,77869
2117,87803
2118,85407
2119,91499
2120,107665
2121,85382
2122,87050
2123,96787
2124,101272
2125,120631
2126,120832
2127,128214
2128,120813
2129,120056
2130,80388
2131,77711
2132,61184
2133,92513
2134,90305
2135,61584
2136,57372
2137,70016
2138,78480
2139,84649
2140,83791
2141,90633
2142,101329
2143,89469
2144,88128
2145,91790
2146,90060
2147,90848
2148,91223
2149,93220
2150,80801
2151,97443
2152,140796
2153,118661
2154,120703
2155,120831
2156,133413
2157,129923
2158,116516
2159,99763
2160,63522
2161,88323
2162,100240
2163,80391
2164,94077
2165,119517
2166,124595
2167,120611
2168,120576
2169,118301
2170,120901
2171,119778
2172,120692
2173,95709
2174,94721
2175,119033
2176,40746
2177,74512
2178,68611
2179,65112
2180,61107
2181,58329
2182,51207
2183,49470
2184,48750
2185,45897
2186,44079
2187,42994
2188,120577
2189,119346
2190,123324
2191,119453
2192,139564
2193,96446
2194,94226
2195,120654
2196,120724
2197,119125
2198,139468
2199,119892
2200,42004
2201,39694
2202,37017
2203,36342
2204,35279
2205,33922
2206,34248
2207,31505
2208,30341
2209,29811
2210,28212
2211,28231
2212,25452
2213,24747
2214,23285
2215,23395
2216,22395
2217,20852
2218,21015
2219,21165
2220,20142
2221,19702
2222,18756
2223,18876
2224,17825
2225,17843
2226,18328
2227,17075
2229,16230
2230,133361
2231,128442
2232,123755
2233,118980
2234,165857
2235,120775
2236,124879
2237,119934
2238,75040
2239,73817
2240,81207
2241,85346
2242,87359
2243,92699
2244,92537
2245,96463
2246,96166
2247,95593
2248,98258
2249,100212
2250,100134
2251,101530
2252,104412
2253,105629
2254,82172
2255,84938
2256,84472
2257,87810
2258,87690
2259,86973
2260,92225
2261,91680
2262,90583
2263,96073
2264,98625
2265,102558
2266,101523
2267,102469
2268,104257
2269,107211
2270,109390
2271,120788
2272,120776
2273,120812
2274,113658
2275,118736
2276,120835
2277,120162
2278,122690
2279,146336
2280,118863
2281,119802
2282,126604
2283,100594
2284,109206
2285,63850
2286,80731
2287,47573
2288,84787
2289,105151
2290,81554
2291,99487
2292,117276
2293,144604
2294,120587
2295,120823
2296,120770
2297,120889
2298,124102
2299,52607
2300,63462
2301,82517
2302,104952
2303,73440
2304,119577
2305,139615
2306,120701
2307,122642
2308,69966
2309,141824
2310,119670
2311,86837
2312,90830
2313,80678
2314,120603
2315,144120
2316,120791
2317,119534
2318,147612
2319,119986
2320,118636
2321,120789
2322,120157
2323,150230
2324,118799
2325,124819
2326,143874
2327,100740
2328,120877
2329,120586
2330,116481
2331,120722
2332,158493
2333,120684
2334,133952
2335,120484
2336,127536
2337,120879
2338,130018
2339,155753
2340,119643
2341,120643
2342,116488
2343,120767
2344,89941
2345,90934
2346,73747
2347,87932
2348,91954
2349,91538
2350,99750
2351,50783
2352,85244
2353,120660
2354,134067
2355,120623
2356,120533
2357,140888
2358,120070
2359,166396
2360,154420
2361,69089
2362,45826
2363,47034
2364,87344
2365,56142
2366,24216
2367,74751
2368,91344
2369,89017
2370,89087
2371,89155
2372,97366
2373,89893
2374,91159
2375,91541
2376,90264
2377,89489
2378,87928
2379,89822
2380,91777
2381,93756
2382,95882
2383,98105
2384,120595
2385,119304
2386,165494
2387,124198
2388,119248
2389,155975
2390,147004
2391,120324
2392,141109
2393,120844
2394,120794
2395,128445
2396,138097
2397,87688
2398,39628
2399,89961
2400,98115
2401,89767
2402,89880
2403,83944
2404,95956
2405,89370
2406,88011
2407,88933
2408,94890
2409,79817
2410,84602
2411,89927
2412,100507
2413,88930
2414,90357
2415,92173
2416,90685
2417,91188
2418,91653
2419,91024
2420,87538
2421,91326
2422,97647
2423,97958
2424,128853
2425,120706
2426,120861
2427,120863
2428,133751
2429,120751
2430,41650
2431,129290
2432,120686
2433,120633
2434,142231
2435,119336
2436,120857
2437,120514
2438,144546
2439,118564
2440,127722
2441,120699
2442,150915
2443,145734
2444,120391
2445,132512
2446,120710
2447,139699
2448,120458
2449,93072
2450,91225
2451,93075
2452,99636
2453,90768
2454,51622
2455,91064
2456,97368
2457,91875
2458,90660
2459,72271
2460,92076
2461,99994
2462,110978
2463,91877
2464,92112
2465,90917
2466,90710
2467,91605
2468,91306
2469,91738
2470,90555
2471,92493
2472,92105
2473,91991
2474,90863
2475,90567
2476,91187
2477,91055
2478,92086
2479,120683
2480,119773
2481,151691
2482,149151
2483,112922
2484,120095
2485,160862
2486,138279
2487,163984
2488,54167
2489,152548
2490,120784
2491,145893
2492,138987
2493,128133
2494,174852
2495,70544
2496,124298
2497,139462
2498,120764
2499,119207
2500,155776
2501,132477
2502,151804
2503,156901
2504,137338
2505,134273
2506,123209
2507,120618
2508,181322
2509,119054
2510,134948
2511,70334
2512,84390
2513,98084
2514,105128
2515,106557
2516,109415
2517,85333
2518,84412
2519,51744
2520,65377
2521,71110
2522,75648
2523,76636
2524,72308
2525,80354
2526,79550
2527,70909
2528,74812
2529,63442
2530,65462
2531,69768
2532,68408
2533,67065
2534,77189
2535,71455
2536,78740
2537,78856
2538,175550
2539,122933
2540,142192
2541,139134
2542,120735
2543,127288
2544,157208
2545,159696
2546,120646
2547,125778
2548,144814
2549,131646
2550,57129
2551,94964
2552,107626
2553,54443
2554,56931
2555,118665
2556,120859
2557,157016
2558,141098
2559,160429
2560,129332
2561,139668
2562,118682
2563,118892
2564,116192
2565,49408
2566,187819
2567,131369
2568,120757
2569,122906
2570,120613
2571,133093
2572,147800
2573,120274
2574,129280
2575,120449
2576,116932
2577,119665
2578,127302
2579,154506
2580,139239
