imdb_movie_Id,title,genres
227538,Spy Kids (2001),Action|Adventure|Children|Comedy
246989,Tomcats (2001),Comedy
236784,Tailor of Panama The (2001),Drama|Thriller
245712,Amores Perros (Love's a Bitch) (2000),Drama|Thriller
206187,Keep the River on Your Right: A Modern Cannibal Tale (2000),Documentary
247380,Gleaners & I The (Les glaneurs et la glaneuse) (2000),Documentary
164334,Along Came a Spider (2001),Action|Crime|Mystery|Thriller
221027,Blow (2001),Crime|Drama
189192,Just Visiting (2001),Comedy|Fantasy
266860,Pokémon 3: The Movie (2001),Animation|Children
221889,Beautiful Creatures (2000),Comedy|Crime|Drama|Thriller
268200,Brigham City (2001),Crime|Drama|Mystery
243155,Bridget Jones's Diary (2001),Comedy|Drama|Romance
245686,Joe Dirt (2001),Adventure|Comedy|Mystery|Romance
236348,Josie and the Pussycats (2001),Comedy
221073,Chopper (2000),Drama|Thriller
255094,Circle The (Dayereh) (2000),Drama
231402,Crocodile Dundee in Los Angeles (2001),Comedy|Drama
240515,Freddy Got Fingered (2001),Comedy
240402,Center of the World The (2001),Drama
211492,Luzhin Defence The (2000),Drama|Romance
199129,Visit The (2000),Drama
132245,Driven (2001),Action|Thriller
203755,One Night at McCool's (2001),Comedy
141907,Town & Country (2001),Comedy
209163,Mummy Returns The (2001),Action|Adventure|Comedy|Thriller
240913,Under the Sand (2000),Drama
183790,Knight's Tale A (2001),Action|Comedy|Romance
212826,Bread and Roses (2000),Drama
256408,Startup.com (2001),Documentary
225071,Angel Eyes (2001),Romance|Thriller
126029,Shrek (2001),Adventure|Animation|Children|Comedy|Fantasy|Romance
206742,Fast Food Fast Women (2000),Comedy|Romance
203009,Moulin Rouge (2001),Drama|Musical|Romance
213149,Pearl Harbor (2001),Action|Drama|Romance|War
206917,Man Who Cried The (2000),Drama
244316,Yi Yi (2000),Drama
255798,Animal The (2001),Comedy
212815,Big Eden (2000),Drama|Romance
251075,Evolution (2001),Comedy|Sci-Fi
244244,Swordfish (2001),Action|Crime|Drama
254099,Anniversary Party The (2001),Drama
234288,Divided We Fall (Musíme si pomáhat) (2000),Comedy|Drama
230011,Atlantis: The Lost Empire (2001),Adventure|Animation|Children|Fantasy
146316,Lara Croft: Tomb Raider (2001),Action|Adventure
240462,Dr. Dolittle 2 (2001),Comedy
232500,Fast and the Furious The (2001),Action|Crime|Thriller
212720,A.I. Artificial Intelligence (2001),Adventure|Drama|Sci-Fi
255819,Baby Boy (2001),Crime|Drama
250224,Crazy/Beautiful (2001),Drama|Romance
258038,Pootie Tang (2001),Comedy
203119,Sexy Beast (2000),Crime|Drama
203632,Princess and the Warrior The (Krieger und die Kaiserin Der) (2000),Drama|Romance
243493,Closet The (Placard Le) (2001),Comedy
228786,Crimson Rivers The (Rivières pourpres Les) (2000),Crime|Drama|Mystery|Thriller
246765,Lumumba (2000),Drama
239395,Cats & Dogs (2001),Children|Comedy
271027,Kiss of the Dragon (2001),Action
257106,Scary Movie 2 (2001),Comedy
245238,Lost and Delirious (2001),Drama
249380,Rape Me (Baise-moi) (2000),Crime|Drama|Thriller
173840,Final Fantasy: The Spirits Within (2001),Adventure|Animation|Fantasy|Sci-Fi
250494,Legally Blonde (2001),Comedy|Romance
227445,Score The (2001),Action|Drama
262210,Adanggaman (2000),Drama
242193,Bully (2001),Crime|Drama|Thriller
273300,Jump Tomorrow (2001),Comedy|Drama|Romance
227005,Made (2001),Comedy
245280,Michael Jordan to the Max (2000),Documentary|IMAX
163025,Jurassic Park III (2001),Action|Adventure|Sci-Fi|Thriller
265029,America's Sweethearts (2001),Comedy|Romance
222851,Brother (2000),Action|Crime|Thriller
162346,Ghost World (2001),Comedy|Drama
248845,Hedwig and the Angry Inch (2000),Comedy|Drama|Musical
133152,Planet of the Apes (2001),Action|Adventure|Drama|Sci-Fi
237539,Bread and Tulips (Pane e tulipani) (2000),Comedy|Drama|Romance
203540,Greenfingers (2000),Comedy|Drama
243655,Wet Hot American Summer (2001),Comedy
218922,Original Sin (2001),Drama|Romance|Thriller
247638,Princess Diaries The (2001),Children|Comedy|Romance
266915,Rush Hour 2 (2001),Action|Comedy
252866,American Pie 2 (2001),Comedy
181739,Osmosis Jones (2001),Action|Animation|Comedy|Crime|Drama|Romance|Thriller
230600,Others The (2001),Drama|Horror|Mystery|Thriller
244000,American Outlaws (2001),Action|Comedy|Western
250202,All Over the Guy (2001),Comedy
250323,Deep End The (2001),Drama
261983,Session 9 (2001),Horror|Thriller
238112,Captain Corelli's Mandolin (2001),Drama|Romance|War
250687,Rat Race (2001),Comedy
258470,Bubble Boy (2001),Comedy
256524,Curse of the Jade Scorpion The (2001),Comedy
261392,Jay and Silent Bob Strike Back (2001),Adventure|Comedy
228333,Ghosts of Mars (2001),Horror|Sci-Fi|Thriller
234829,Summer Catch (2001),Comedy|Drama|Romance
208196,Happy Accidents (2000),Romance|Sci-Fi
206926,Maybe Baby (2000),Comedy|Romance
203166,Together (Tillsammans) (2000),Comedy|Drama|Romance
255653,Tortilla Soup (2001),Comedy|Romance
263488,Jeepers Creepers (2001),Horror
184791,O (2001),Drama
246544,Musketeer The (2001),Action|Adventure|Drama|Romance
202470,Rock Star (2001),Comedy|Drama|Musical
269341,Two Can Play That Game (2001),Comedy|Drama
242587,L.I.E. (2001),Drama
250809,Our Lady of the Assassins (Virgen de los sicarios La) (2000),Crime|Drama|Romance
248912,Into the Arms of Strangers: Stories of the Kindertransport (2000),Documentary
221218,Glass House The (2001),Thriller
180734,Hardball (2001),Drama
229340,Dinner Rush (2000),Drama
273253,Haiku Tunnel (2001),Comedy
246464,Big Trouble (2002),Comedy|Crime
118589,Glitter (2001),Drama|Musical|Romance
139654,Training Day (2001),Crime|Drama|Thriller
243759,American Astronaut The (2001),Comedy|Musical|Sci-Fi
255321,Liam (2000),Drama
239986,Sidewalks of New York (2001),Comedy|Romance
264578,Endurance: Shackleton's Legendary Antarctic Expedition The (2000),Documentary
260866,Don't Say a Word (2001),Thriller
252501,Hearts in Atlantis (2001),Drama
196229,Zoolander (2001),Comedy
245891,Extreme Days (2001),Action|Adventure|Comedy|Drama
206314,Joy Ride (2001),Adventure|Thriller
273799,Max Keeble's Big Move (2001),Children|Comedy
240890,Serendipity (2001),Comedy|Romance
240419,Swamp The (Ciénaga La) (2001),Comedy|Drama
219965,Bandits (2001),Comedy|Crime|Romance
250310,Corky Romano (2001),Comedy|Crime
243255,Fat Girl (? ma soeur!) (2001),Drama
166924,Mulholland Drive (2001),Crime|Drama|Film-Noir|Mystery|Thriller
206963,My First Mister (2001),Comedy|Drama
166110,Bones (2001),Horror
120681,From Hell (2001),Crime|Horror|Mystery|Thriller
272020,Last Castle The (2001),Action
200027,Riding in Cars with Boys (2001),Comedy|Drama
246628,Focus (2001),Drama
243017,Waking Life (2001),Animation|Drama|Fantasy
272152,K-PAX (2001),Drama|Fantasy|Mystery|Sci-Fi
245674,Thirteen Ghosts (a.k.a. Thir13en Ghosts) (2001),Horror|Thriller
236019,Better Than Sex (2000),Comedy|Romance
246578,Donnie Darko (2001),Drama|Mystery|Sci-Fi|Thriller
253126,High Heels and Low Lifes (2001),Action|Comedy|Crime|Drama
264796,Life as a House (2001),Drama
243133,Man Who Wasn't There The (2001),Crime|Drama
234988,Town is Quiet The (Ville est tranquille La) (2000),Drama
249478,Domestic Disturbance (2001),Thriller
198781,Monsters Inc. (2001),Adventure|Animation|Children|Comedy|Fantasy
267804,One The (2001),Action|Sci-Fi|Thriller
275719,Tape (2001),Drama
252503,Heist (2001),Crime|Drama
256380,Shallow Hal (2001),Comedy|Fantasy|Romance
241527,Harry Potter and the Sorcerer's Stone (a.k.a. Harry Potter and the Philosopher's Stone) (2001),Adventure|Children|Fantasy
234354,Novocaine (2001),Comedy|Crime|Mystery|Thriller
265087,Black Knight (2001),Adventure|Comedy|Fantasy
253798,Out Cold (2001),Comedy
266987,Spy Game (2001),Action|Crime|Drama|Thriller
256009,Devil's Backbone The (Espinazo del diablo El) (2001),Drama|Fantasy|Horror|Thriller|War
247425,In the Bedroom (2001),Drama
209037,Everybody's Famous! (Iedereen beroemd!) (2000),Comedy|Drama|Musical
159273,Behind Enemy Lines (2001),Action|Drama|War
242252,Affair of the Necklace The (2001),Drama
282856,Pornstar: The Legend of Ron Jeremy (2001),Documentary
193560,Texas Rangers (2001),Adventure|Western
240772,Ocean's Eleven (2001),Crime|Thriller
233841,Baran (2001),Adventure|Drama|Romance
270259,Business of Strangers The (2001),Action|Drama|Thriller
283509,No Man's Land (2001),Drama|War
211915,Amelie (Fabuleux destin d'Amélie Poulain Le) (2001),Comedy|Romance
277371,Not Another Teen Movie (2001),Comedy
259711,Vanilla Sky (2001),Mystery|Romance|Sci-Fi|Thriller
280778,Iris (2001),Drama
283431,Kandahar (Safar e Ghandehar) (2001),Drama
259393,Lantana (2001),Drama|Mystery|Thriller
265666,Royal Tenenbaums The (2001),Comedy|Drama
278488,How High (2001),Comedy
268397,Jimmy Neutron: Boy Genius (2001),Adventure|Animation|Children|Comedy
279889,Joe Somebody (2001),Comedy|Drama|Romance
35423,Kate & Leopold (2001),Comedy|Romance
120737,Lord of the Rings: The Fellowship of the Ring The (2001),Adventure|Fantasy
268995,Majestic The (2001),Comedy|Drama|Romance
268978,Beautiful Mind A (2001),Drama|Romance
248667,Ali (2001),Drama
265086,Black Hawk Down (2001),Action|Drama|War
245046,Charlotte Gray (2001),Drama|Romance
280707,Gosford Park (2001),Comedy|Drama|Mystery
277027,I Am Sam (2001),Drama
285742,Monster's Ball (2001),Drama|Romance
120824,Shipping News The (2001),Drama
273923,Orange County (2002),Comedy
237534,Brotherhood of the Wolf (Pacte des loups Le) (2001),Action|Mystery|Thriller
269746,What Time Is It There? (Ni neibian jidian) (2001),Drama
160399,Impostor (2002),Action|Drama|Sci-Fi|Thriller
240468,Kung Pow: Enter the Fist (2002),Action|Comedy
281373,Snow Dogs (2002),Adventure|Children|Comedy
243862,Italian for Beginners (Italiensk for begyndere) (2000),Comedy|Drama|Romance
245844,The Count of Monte Cristo (2002),Action|Adventure|Drama|Thriller
265349,Mothman Prophecies The (2002),Drama|Fantasy|Horror|Mystery|Thriller
281358,Walk to Remember A (2002),Drama|Romance
276501,Beijing Bicycle (Shiqi sui de dan che) (2001),Drama
270933,Escaflowne: The Movie (Escaflowne) (2000),Action|Adventure|Animation|Drama|Fantasy
220627,Maelström (2000),Drama|Romance
293416,Metropolis (2001),Animation|Sci-Fi
208990,Son's Room The (Stanza del figlio La) (2001),Drama
250081,Storytelling (2001),Comedy|Drama
219405,Waydowntown (2000),Comedy
240900,Slackers (2002),Comedy
188453,Birthday Girl (2001),Drama|Romance
295552,Rare Birds (2001),Comedy|Drama
265298,Big Fat Liar (2002),Children|Comedy
233469,Collateral Damage (2002),Action|Thriller
246894,Rollerball (2002),Action|Sci-Fi
265713,Scotland Pa. (2001),Comedy|Crime
275022,Crossroads (2002),Comedy|Musical|Romance
251114,Hart's War (2002),Drama|War
251160,John Q (2002),Crime|Drama|Thriller
280030,Return to Never Land (2002),Adventure|Animation|Children
247745,Super Troopers (2001),Comedy|Crime|Mystery
253200,Last Orders (2001),Drama
259288,Dragonfly (2002),Drama|Fantasy|Mystery|Romance|Thriller
238546,Queen of the Damned (2002),Fantasy|Horror
207524,How to Kill Your Neighbor's Dog (2000),Comedy|Drama
291341,Mean Machine (2001),Comedy|Drama
265343,Monsoon Wedding (2001),Comedy|Romance
275067,Wendigo (2001),Drama|Horror
143861,Scratch (2001),Documentary
216651,Vampire Hunter D: Bloodlust (Banpaia hantâ D) (2000),Animation|Fantasy|Horror|Sci-Fi
243736,40 Days and 40 Nights (2002),Comedy|Romance
277434,We Were Soldiers (2002),Action|Drama|War
278295,All About the Benjamins (2002),Action|Comedy|Crime
268695,Time Machine The (2002),Action|Adventure|Sci-Fi
268380,Ice Age (2002),Adventure|Animation|Children|Comedy
120804,Resident Evil (2002),Action|Horror|Sci-Fi|Thriller
284490,Showtime (2002),Action|Comedy
216799,Harrison's Flowers (2000),Drama
264761,Kissing Jessica Stein (2001),Comedy|Romance
282864,Promises (2001),Documentary
245574,And Your Mother Too (Y tu mamá también) (2001),Drama|Romance
187738,Blade II (2002),Action|Horror|Thriller
279781,Sorority Boys (2002),Comedy
286162,Stolen Summer (2002),Drama
262432,George Washington (2000),Drama
250305,Clockstoppers (2002),Action|Adventure|Sci-Fi|Thriller
266452,Death to Smoochy (2002),Comedy|Crime|Drama
258000,Panic Room (2002),Thriller
265662,Rookie The (2002),Drama
248190,No Such Thing (2001),Drama|Fantasy|Romance
254686,Piano Teacher The (La pianiste) (2001),Drama
279065,Time Out (L'emploi du temps) (2001),Drama
257756,High Crimes (2002),Thriller
283111,National Lampoon's Van Wilder (2002),Comedy
245407,Crush (2001),Comedy|Romance
246134,Lucky Break (2001),Comedy|Crime
264472,Changing Lanes (2002),Drama|Thriller
264616,Frailty (2001),Crime|Drama|Thriller
253867,Sweetest Thing The (2002),Comedy|Romance
266391,Cat's Meow The (2002),Drama|Thriller
219822,Human Nature (2001),Comedy|Romance
259446,My Big Fat Greek Wedding (2002),Comedy|Romance
264935,Murder by Numbers (2002),Crime|Thriller
277296,The Scorpion King (2002),Action|Adventure|Fantasy|Thriller
157583,Enigma (2001),Romance|Thriller
247586,Nine Queens (Nueve reinas) (2000),Crime|Thriller
253840,Triumph of Love The (2001),Comedy
262911,World Traveler (2001),Drama
211443,Jason X (2002),Horror|Sci-Fi|Thriller
282687,Life or Something Like It (2002),Comedy|Romance
275309,Dogtown and Z-Boyz (2001),Documentary
287645,Rain (2001),Drama|Romance
235737,Salton Sea The (2002),Crime|Drama|Thriller
231448,Deuces Wild (2002),Drama
278823,Hollywood Ending (2002),Comedy|Drama
145487,Spider-Man (2002),Action|Adventure|Sci-Fi|Thriller
241760,New Guy The (2002),Comedy
250797,Unfaithful (2002),Drama|Thriller
239234,Lady and the Duke The (Anglaise et le duc L') (2001),Drama|Romance
276751,About a Boy (2002),Comedy|Drama|Romance
121765,Star Wars: Episode II - Attack of the Clones (2002),Action|Adventure|Sci-Fi|IMAX
247199,Believer The (2001),Drama
278500,Importance of Being Earnest The (2002),Comedy|Drama|Romance
278435,Enough (2002),Drama|Thriller
278504,Insomnia (2002),Action|Crime|Drama|Mystery|Thriller
166813,Spirit: Stallion of the Cimarron (2002),Adventure|Animation|Children|Western
254199,CQ (2001),Drama
268690,Thirteen Conversations About One Thing (a.k.a. 13 Conversations) (2001),Drama
164184,Sum of All Fears The (2002),Drama|Thriller
279493,Undercover Brother (2002),Comedy
280486,Bad Company (2002),Action|Comedy|Crime
279778,Divine Secrets of the Ya-Ya Sisterhood (2002),Comedy|Drama
298798,Cherish (2002),Comedy|Drama|Thriller
285441,Fast Runner The (Atanarjuat) (2001),Drama|Fantasy
258463,Bourne Identity The (2002),Action|Mystery|Thriller
267913,Scooby-Doo (2002),Adventure|Children|Comedy|Fantasy|Mystery
245562,Windtalkers (2002),Action|Drama|War
238924,Dangerous Lives of Altar Boys The (2002),Drama
282768,Emperor's New Clothes The (2001),Comedy
210065,Gangster No. 1 (2000),Action|Crime|Thriller
242508,Harvard Man (2001),Crime|Drama|Romance|Thriller
244479,Dark Blue World (Tmavomodrý svet) (2001),Drama|War
247444,Juwanna Mann (2002),Comedy
275847,Lilo & Stitch (2002),Adventure|Animation|Children|Sci-Fi
181689,Minority Report (2002),Action|Crime|Mystery|Sci-Fi|Thriller
252444,Rabbit-Proof Fence (2002),Adventure|Drama
286179,Sunshine State (2002),Drama
314166,Hey Arnold! The Movie (2002),Adventure|Animation|Children|Comedy
280590,Mr. Deeds (2002),Comedy|Romance
258273,Lovely & Amazing (2001),Comedy|Drama|Romance
265591,Pumpkin (2002),Comedy|Drama|Romance
308506,Like Mike (2002),Children|Comedy|Fantasy
120912,Men in Black II (a.k.a. MIIB) (a.k.a. MIB 2) (2002),Action|Comedy|Sci-Fi
289408,Powerpuff Girls The (2002),Action|Animation|Children|Comedy
263725,Me Without You (2001),Comedy|Drama
305396,Crocodile Hunter: Collision Course The (2002),Adventure|Comedy
253556,Reign of Fire (2002),Action|Adventure|Fantasy
257044,Road to Perdition (2002),Crime|Drama
297721,All About Lily Chou-Chou (Riri Shushu no subete) (2001),Crime|Drama|Thriller
269499,My Wife is an Actress (Ma Femme est une Actrice) (2001),Comedy|Drama|Romance
220506,Halloween: Resurrection (Halloween 8) (2002),Horror|Thriller
254455,Sex and Lucia (Lucía y el sexo) (2001),Drama|Romance
271367,Eight Legged Freaks (2002),Action|Comedy|Horror|Sci-Fi
267626,K-19: The Widowmaker (2002),Action|Adventure|Drama|Thriller
243585,Stuart Little 2 (2002),Children|Comedy
295178,Austin Powers in Goldmember (2002),Comedy
303353,Kid Stays in the Picture The (2002),Documentary
271219,Tadpole (2002),Comedy|Drama|Romance
246500,Who Is Cletis Tout? (2001),Comedy
295427,Master of Disguise The (2002),Comedy|Mystery
286106,Signs (2002),Horror|Sci-Fi|Thriller
265930,Last Kiss The (Ultimo bacio L') (2001),Comedy|Drama|Romance
287717,Spy Kids 2: The Island of Lost Dreams (2002),Adventure|Children
279113,Good Girl The (2002),Comedy|Drama
309377,Blood Work (2002),Crime|Drama|Mystery|Thriller
295701,xXx (2002),Action|Crime|Thriller
274309,24 Hour Party People (2002),Comedy|Drama|Musical
290823,Secret Ballot (Raye makhfi) (2001),Comedy
327036,Martin Lawrence Live: Runteldat (2002),Comedy|Documentary
120263,Songs From the Second Floor (Sånger från andra våningen) (2000),Drama
180052,Adventures of Pluto Nash The (2002),Action|Adventure|Comedy|Sci-Fi
300532,Blue Crush (2002),Adventure|Drama|Romance
